"（先月末の単独ライブは頑張ってくれたな……。
リフレッシュも兼ねて、今日の活動はお休みだ）","You did well in your solo performance at the end of last month. I'm taking today off to refresh myself too, you know?)""","(You did a great job with your solo show at the end of last month. ......
(And just to refresh you, I'm taking today's activity off.)","You did well in your solo performance at the end of last
month. I'm taking today off to refresh myself too, you know?","(They did their best in the solo live at the end of last month... 
Taking today off for refreshment and relaxation sounds like a good plan.)",""
"プロデューサーさん。
はい、お茶をどうぞ","Producer. Here, have some tea","Producer.
Yes, please have some tea.","Producer.
Please, have some tea","",""
"音無さん、ありがとうございます。
いただきますね","Otonashi-san, thank you very much. I'll have some","Thank you, Otonashi.
Bon appétit.","Otonashi-san, thank you very much. 
I'll have some","",""
"プルルル……プルルル……","Pluuurp...purrrrp","Pullulu...... Pullulu......","*ring* *ring:","","Riing....Riiiiing...."
"お、ＴＶ局のディレクターからだ。
――はい、もしもし","Oh, it's from the TV station director. Hello?","Oh, it's from the director of the TV station.
--Yes, hello.","Oh, it's from the TV station director. 
Hello?","",""
"プロデューサー、お疲れさん！　この前のルミナスの
単独ライブ、良かったよ～。絶好調、って感じだね！","Thanks for your hard work, producer! Luminous' solo performance the other day was great. She seems to be in top form..","Good job, producers! The last time I was in Luminous...
Your solo show was great!","Thanks for your hard work, producer! Luminous' solo performance
the other day was great. They seems to be in top form...","",""
"ありがとうございます。
おかげさまで、ようやく軌道に乗れました","Thank you very much. Thanks to your help, we're finally back on track again in no time at all""","Thank you very much.
Thanks to you, we are finally back on track!","Thank you very much. Thanks to your help, we're
finally back on track again in no time at all","",""
"それで、飛ぶ鳥を落とす勢いのルミナスさんに、
面白い企画があるんだ！","That's why I have an interesting plan for Luminous, who has the momentum to drop a flying bird!","So I went to Luminous, which is a flying bird,
I have an interesting project!","That's why I have an interesting plan for
Luminous, who has the momentum to drop a flying bird!","Oh, I have an interesting project for the unstoppable Luminous!",""
"面白い企画、ですか？","Interesting plan, you say?","Interesting project, huh?","Interesting plan?","",""
"そうそう。『情熱！アイドル列伝！』っていう、
ドキュメンタリー番組なんだけどさ","That's right. It was a documentary called 'Passion! Idol Retsuden (Illustrational History of Japan!), but..","It's called Jounetsu! Idol Retsuden!
It's a documentary program.","That's right. 
It was a documentary called ""Passion! Idol Biographies!""","",""
