"メールで連絡したら、
この川原で会おうって返事が来ていたけど","When I texted her, she replied that we'd meet at this riverbed","If you email me,
I had heard back from him that he was going to meet me here on the riverbank.","When I texted her, she replied
that we'd meet at this riverbed",""
"確か、野球帽が目印って話だよな……。
どこにいるんだろう？","If I'm not mistaken, the baseball cap is a landmark... Where could it be?","As I recall, we're talking about a baseball cap as a landmark. ......
Where are they?","If I'm not mistaken, the baseball cap
is a landmark... Where could it be?",""
"川原……なんにもないな。
そのせいか、いつもより空が高く見える気がする","The riverbed... Nothing. Maybe that's why the sky looks higher than usual","Kawahara...... nothing to see here.
Maybe that's why the sky seems higher than usual.","The riverbed... Nothing. Maybe that's
why the sky looks higher than usual",""
"周りに高い建物が無いからな、その分空に目が行く","There aren't any tall buildings around, so my eyes go to the sky","There are no tall buildings around, so that's why the eye is drawn to the sky.","There aren't any tall buildings around, so my eyes go to the sky",""
"え！？　そ、その野球帽……。
もしかして、あなたが？","Huh?! Th-That baseball cap... Could it be that you're the one who did this to me","What? Yes, that baseball cap .......
Perhaps you are?","Huh?! Th-That baseball cap... Could it
be that you're the one who did this to me",""
"名乗るような名前は持ち合わせていない。
ただ、話す都合上ついた名前はある……","I don't have a name to introduce myself by. But, there is one that comes up for the convenience of talking..","I do not have a name to give it.
However, there is a name that was given for the convenience of speaking: ......","I don't have a name to introduce myself by. But, there
is one that comes up for the convenience of talking..",""
"……『川原さん』ですか？","...You mean 'Mr. Kawahara'?","...... ""Mr. Kawahara""?","...You mean 'Mr. Kawahara'?",""
"そう呼ばれているようだな……ボクは……。
キミが高木社長のところのプロデューサーか","It seems that's what they call me. I... So you are Producer for President Takagi, huh?""","I guess that's what they call me. ...... I'm .......
So you're Producer at President Takagi's place.","It seems that's what they call me. I... So you
are Producer for President Takagi, huh?",""
"はい！","Yes!","Yes!","Yes!","Here!"
"話はそれだけか？","Is that all you wanted to talk about?","Is that all you have to say?","Is that all you wanted to talk about?",""
"い、いえ！　あの、何からお話すればいいか……","N-No! Um, where should I begin...?","No, no! Um, I don't know where to start: ......","N-No! Um, where should I begin...?",""
"なら、自分の話からすればいい。
話を聞こう","Then you can start with your own story. Let's hear what he has to say","Then you can start with your own story.
Let's hear what he has to say.","Then you can start with your own story.
Let's hear what he has to say",""
"はい！　自分はプロジェクトルミナスという
アイドルユニットのプロデューサーをしています","Yes! I am Producer of Project Luminous, an idol unit","I am Project Luminous.
I am a producer of an idol unit","Yes! I am Producer of
Project Luminous, an idol unit",""
"ルミナスは複数の事務所からアイドルが集まり、
結成されたユニットです","Luminous was a unit formed by idols gathering from multiple offices","Luminous brings together idols from several offices,
It is a unit that was formed","Luminous was a unit formed by
idols gathering from multiple offices",""
"アイドルたちはみんな個性的で、
いい子たちばかりです","The idols are all unique, and they're good kids","The idols are all unique,
They are good kids.","The idols are all unique,
and they're good kids",""
"……それはキミ自身の、自分の話なのか？","...Is that your own story?","...... Is that your own, personal story?","...Is that your own story?",""
"自分の話ですか……。今俺は、アイドルの話も
自分の話も、一緒にして話していました","My own story, huh? Right now I'm talking about idols and myself at the same time.""","Are you talking about yourself? ....... Now I'm talking about my idols, too.
I was telling my story, too, with them.","My own story, huh? Right now I'm talking
about idols and myself at the same time.",""
"なるほど……それで？","I see... So that's why?","I see. ...... So?","I see... So that's why?",""
"プロデューサーとして、アイドルに何ができるのか。
それだけを考えているのですが……","As a producer, what can an idol do? That's all I think about..","As a producer, what can you do for your idols?
That's all I'm thinking about: ......","As a producer, what can an idol
do? That's all I think about..",""
"プロデューサーにできることは話すことだけだ","The only thing a producer can do is talk","All Producer can do is talk.","The only thing a producer can do is talk",""
"そして、キミをプロデューサーにしてくれるのは
ルミナスのメンバーたちだ","And it's the members of Luminous who will make you their producer","And the only thing that makes you a producer is
Luminous members.","And it's the members of Luminous
who will make you their producer",""
"ルミナスのメンバー……","The members of Luminous..","Luminous members: ......","The members of Luminous..",""
"キミはアイドルたちと話さなければならない","You have to talk with the idols","You have to talk to your idols.","You have to talk with the idols",""
"この川原のように、
他の建物があると見えてこない風景がある","Like this riverbed, it's hard to see the scenery when there are other buildings","Like this riverbank,
There are landscapes that are not visible when other buildings are present.","Like this riverbed, it's hard to see the
scenery when there are other buildings",""
"人間も同じだ、この川原と同じで
ひとりと向かい合っていくことで見える風景がある","It's the same for humans. Just like this riverbed, there is a landscape you can see by facing one person","Humans are the same, just like these riverbanks.
There is a landscape that can be seen by confronting one person","It's the same for humans. Just like this riverbed, there
is a landscape you can see by facing one person",""
"……ひとりひとりとのコミュニケーションが
大切ということですね","...It's important to communicate with each and every one of them","...... communication with each and every one of us.
That means it's important.","...It's important to communicate
with each and every one of them",""
"それが、プロデューサーとしての経験を
深めてくれるだろう","I'm sure that will give you more experience as a producer","That's what makes my experience as a producer
They'll deepen it.","I'm sure that will give you
more experience as a producer",""
"……社長の言う通りですね。川原さんと話して、
何を自分が話したかったかが少し分かった気がします","...The president is right. After talking to Kawahara-san, I think we've learned a little bit about what it was that you wanted to tell us","...... president is right...talk to Mr. Kawahara,
I think I know a little better what I wanted to talk about.","...The president is right. After talking to Kawahara-san, I think we've
learned a little bit about what it was that you wanted to tell us",""
"あの、またお会いできますか？","Um, can we meet again?","Um, can I see you again?","Um, can we meet again?",""
"高木社長からも連絡は来ている。
これから言う課題をクリアしたら、話を聞こう","I've received word from President Takagi as well. Once we complete the assignment, let us hear what you have to say","President Takagi has also been contacted.
Let's hear what you have to say once you complete the tasks I'm about to mention.","I've received word from President Takagi as well. Once we
complete the assignment, let us hear what you have to say",""
"アイドルとのコミュニケーションを重ねなさい。
これをクリアしたら、また来るといい","Keep in touch with the idol. Come back when you've cleared this challenge","Keep communicating with your idols.
You can come back when you get this cleared up.","Keep in touch with the idol. Come
back when you've cleared this challenge",""
"メンバーとのコミュニケーションを、重ねる……。
分かりました！","I'll keep in touch with the other members... Understood!","Communicate with your members, and build on it. ......
I understand!","I'll keep in touch with the
other members... Understood!",""
"風景だ……。
キミが見た風景を話してくれ……","It's the scenery... Tell me what you saw","Landscape. .......
Tell me about the landscape you saw: ......","It's the scenery...
Tell me what you saw",""
"川原さん、ありがとうございます！","Kawahara-san, thank you very much!","Thank you, Mr. Kawahara!","Kawahara-san, thank you very much!",""
