"（えっと、この件は先方に連絡を入れて、
その後に、スケジュールの確認を……）","(Um, I'll contact the other party about this and then check my schedule...)","(Um, contact the other party about this,
After that, you can check the schedule at ......)","(Um, I'll contact the other party
about this and then check my schedule...)","",""
"お疲れさまです、プロデューサー。
お仕事中にすみません","Thanks for your hard work, producer. Sorry to bother you on the job","Good work, producer.
Sorry to interrupt your work.","Thanks for your hard work,
producer. Sorry to bother you on the job","",""
"ニュース番組を見たいので、
ＴＶを点けてもいいですか？","Can I turn on the TV so we can watch a news program?","Because I want to watch news programs,
May I turn on the TV?","Can I turn on the TV so we
can watch a news program?","",""
"ニュース番組か……。
もしかして、琴葉が見たいのは……","News programs, huh... Could it be that what Kotoha wants to watch is ..","News programs or .......
Perhaps Kotoba would like to see ......","News programs, huh... Could it be that
what Kotoha wants to watch is ..","",""
"スポーツコーナー？","Sports corner?","Sports Corner?","Sports corner?","",""
"芸能のコーナー？","The entertainment section?","Entertainment section?","The entertainment section?","",""
"経済のコーナー？","The economics section?","Economic Corner?","The economics section?","",""
"もしかして、スポーツコーナーか？","Could it be the sports corner?","Perhaps a sports section?","Could it be the sports corner?","",""
"どうして分かるんですか！？
はい、そうなんです！　実は……","How do you know?! Yes, that's right. Actually..","How do you know!
Yes, I do! In fact, ......","How do you know?! Yes, that's
right. Actually..","",""
"もしかして、芸能のコーナーか？
いつもこれくらいの時間にやっているんだよな","Could it be the entertainment section? It's always around this time of day","Perhaps the entertainment section?
They always do this about this time.","Could it be the entertainment section?
It's always around this time of day","",""
"芸能のコーナーもチェックしないとですけど……。
私が見たいのは、スポーツコーナーなんです","I'll have to check out the entertainment section, too. What I want is a sports corner for you guys and me only if we can see it in front of everyone else at all times""","I'll have to check out the entertainment section, though: .......
What I would like to see is a sports section.","I'll have to check out the entertainment section, too. What I want is a sports
corner for you guys and me only if we can see it in front of everyone else at all times","",""
"もしかして、経済のコーナーか？
そろそろ、株式市場速報の時間だけど……","Could it be the economic section? It's almost time for a stock market bulletin..","Perhaps the economic section?
It's time for a stock market bulletin: ......","Could it be the economic section? It's
almost time for a stock market bulletin..","",""
"株……経済も大事な情報だとは思うのですが、
今はスポーツコーナーが見たくて……","Stocks... I think the economy is important information, but right now we want to see a sports corner","I think the stock ...... economy is also important information,
Now I just want to see the sports section: ......","Stocks... I think the economy is important
information, but right now we want to see a sports corner","",""
"この前開催された、フェンシング大会の
ダイジェスト映像が流れるんですよ","It's a video of the last fencing tournament","of a fencing competition that was held recently.
They play a digest video.","It's a video of the
last fencing tournament","",""
"琴葉は本当にフェンシングが好きなんだな","You really like fencing, don't you?","Kotoha really likes fencing.","You really like fencing, don't you?","",""
"はい！　そうなんです。あっ、始まりました！
まだ結果を知らないので、ドキドキします♪","Yes! That's right. Ah, it has started~ My heart is pounding because I still have no idea what the result will be♪","Yes!
I don't know the results yet, so I'm very excited... ♪","Yes! That's right. Ah, it has started~ My heart is pounding
because I still have no idea what the result will be♪","",""
"（琴葉は終始楽しそうにＴＶを見ていた）","(Kotoha was enjoying watching TV the whole time.)","(Kotoha was happily watching TV the whole time)","(Kotoha was enjoying watching TV the whole time.)","",""
"（仕事の帰り道、琴葉の希望で
アクセサリーショップに立ち寄ることになった）","(On the way home from work, we decided to stop by an accessory shop at Kotoha's request.)","(On the way home from work, at Kotoha's request.
(I had to stop at an accessory store.)","(On the way home from work, we decided to stop
by an accessory shop at Kotoha's request.)","",""
"今日はすみません。
友達にプレゼントするアクセサリーを探したくて……","Sorry about today. I just wanted to find an accessory for a friend..","Sorry about today.
I wanted to find an accessory to give to a friend: ......","Sorry about today. I just wanted to
find an accessory for a friend..","",""
"いや、構わないぞ。
それに、いいのが見つかってよかったな","No, I don't mind. And you should be glad we found a good one too","No, I don't mind.
And I'm glad you found a good one.","No, I don't mind. And you should
be glad we found a good one too","",""
"そういえば、琴葉のは買わないのか？
せっかく来たんだし、探してみるといいんじゃないか","Speaking of which, aren't you going to buy one for Kotoha? You came all the way here so why not look around","Come to think of it, don't you buy Kotoba's?
Now that you're here, why don't you try looking for it?","Speaking of which, aren't you going to buy one for
Kotoha? You came all the way here so why not look around","",""
"本当ですか？
では、お言葉に甘えて少しだけ……","Really? Well then, I'll take you up on that offer..","Really?
Now, with your kind words, a little ......","Really? Well then, I'll take
you up on that offer..","",""
"あっ、この髪飾り可愛い！　こっちのネックレスも、
好きなデザインかも。でも……うーん……","Oh, this hair ornament is so cute! This necklace here might be my favorite design too. But... Hmmm","Oh, this hair ornament is cute!
Might be my favorite design. but ...... hmmm ......","Oh, this hair ornament is so cute! This necklace
here might be my favorite design too. But... Hmmm","",""
"プロデューサー。もしよかったら、私に似合いそうな
アクセサリーを選んでもらえませんか？","Producer. If you don't mind, could I get an accessory that would look good on me?","Producer, if you don't mind, I'd like to try something that would look good on me.
Could you pick out some accessories for me?","Producer. If you don't mind, could I get
an accessory that would look good on me?","",""
"自分で選ぶと、つい同じようなデザインばかりに
なってしまうので……","If you choose them yourself, they'll all end up with similar designs..","If you choose your own design, you will end up with the same kind of design.
It would be ......","If you choose them yourself, they'll
all end up with similar designs..","",""
"そうだな、琴葉に似合いそうなのは……","That's right, the one that looks good on you..","Yes, it would look good on Kotoha: ......","That's right, the one that looks good on you..","",""
"花柄のカチューシャ","A flower-patterned headband","Flower-patterned catsuit","A flower-patterned headband","",""
"タオル地のシュシュ","Towel-colored scrunchie","Towel cloth chou chou","Towel-colored scrunchie","",""
"トゲトゲの
ブレスレット","Spindrift bracelet","The spiky
bracelet","Spindrift
bracelet","",""
"琴葉があまり選ばなそうな色合いだけど……。
この花柄のカチューシャはどうだ？","Kotoha doesn't seem like the type to choose... How about this flower-patterned headband?","It's a shade that Kotoha doesn't seem to choose very often. ......
How about this floral catsuit?","Kotoha doesn't seem like the type to choose...
How about this flower-patterned headband?","",""
"わあ！　カラフルなお花の柄が
とってもかわいいです！","Wow! The colorful flower patterns are so cute","Wow! Colorful flower patterns!
It is very cute!","Wow! The colorful
flower patterns are so cute","",""
"このタオル地のシュシュはどうだ？
なかなか便利そうだぞ","How about this towel-skinned scrunchie? Sounds pretty handy","How about this terrycloth choux?
That looks pretty handy.","How about this towel-skinned scrunchie?
Sounds pretty handy","",""
"このシュシュ、お風呂のあとに使えるんだ……。
それにかわいくて、使い勝手がよさそうです！","So this scrunchie can be used after a bath... And it's cute, so easy to use!","You can use this shush after your bath. ......
Plus it's cute and looks easy to use!","So this scrunchie can be used after a
bath... And it's cute, so easy to use!","",""
"イメージチェンジで、
こういうトゲトゲのブレスレットはどうだ？","How about this spiked bracelet for a change of image?","With an image change,
How about these spiky bracelets?","How about this spiked
bracelet for a change of image?","",""
"あ、あの……確かに自分では選びませんが、
こういう方向性も考えるべきなのでしょうか……？","U-Um... Sure, I can't choose for myself. But maybe this is the best course of action to take?","Oh, that ...... I certainly wouldn't choose it myself,
Should we consider this kind of direction as well? ......?","U-Um... Sure, I can't choose for myself. But
maybe this is the best course of action to take?","",""
"ありがとうございます。
プロデューサーの意見、とても参考になりました","Thank you very much. Producer's opinion was of great use to me","Thank you very much.
Thanks for Producer's input, very helpful!","Thank you very much. Producer's
opinion was of great use to me","",""
"ああ、少しでも力になれたならよかったよ","Yeah, I'm glad we could help","Yeah, I'm glad I could help in any way I could.","Yeah, I'm glad we could help","",""
"（仕事が終わって、事務所に戻ってきた。
キッチンから、なにやらいい匂いがしてくるぞ）","(I'm back at the office after work. I can smell something nice coming from this kitchen...)","(After work, I came back to the office.
(Something smells good coming from the kitchen.)","(I'm back at the office after work. I can smell
something nice coming from this kitchen...)","",""
"お疲れさまです、プロデューサー！
キッチンをお借りしていました","Thank you for your hard work, producer! I was borrowing the kitchen","Good job, producer!
We were borrowing the kitchen.","Thank you for your hard work,
producer! I was borrowing the kitchen","",""
"それは別に構わないけど……。
なにを作っているんだ？","I don't really mind, but... What are you making?","That's fine with me, but you can go to .......
What are you making?","I don't really mind, but...
What are you making?","",""
"しじみ汁です。みなさんに飲んでもらいたいと
思って。プロデューサーもよかったら、どうですか？","It's shijimi soup. I wanted you all to try it, so would Producer like some?","I want everyone to drink it.
I was thinking...how about you, producer?","It's shijimi soup. I wanted you all to try
it, so would Producer like some?","",""
"体にとってもいいんですよ！","It's good for your health!","It's good for the body!","It's good for your health!","",""
"（なんだか、いつもより積極的だな。
さて、なんて答えようか……）","(She's more assertive than usual. Now then, how should I respond...)","(Somehow, you're more aggressive than usual.
(Well, what shall I answer: ......)","(She's more assertive than usual.
Now then, how should I respond...)","",""
"もちろん、
いただくよ！","Of course, I'll take it!","Of course,
I'll take it!","Of course, I'll
take it!","",""
"体にいいなら、
飲んでみるか","If it's good for you, I guess we can try some","If it's good for you,
Let's have a drink.","If it's good for you, I
guess we can try some","",""
"チョイスが渋いな","That's a good choice","You're very reluctant to make a choice.","That's a good choice","",""
"ありがとう、琴葉。
もちろん、いただくよ！","Thank you, Kotoha. Of course I will!","Thanks, Kotoha.
Sure, I'll take it!","Thank you, Kotoha.
Of course I will!","",""
"……プロデューサーにも飲んでもらいたかったので、
よかったです。熱いので気をつけてくださいね♪","...I wanted Producer to try it too, so I'm glad. Please be careful with how hot you are♪","I wanted to get the ...... producer to drink it,
Good for you...just be careful because it's hot...Â","...I wanted Producer to try it too, so I'm
glad. Please be careful with how hot you are♪","",""
"そうか、体にいいなら飲んでみようかな","I see. If it's good for your health, maybe you should try some","Oh well, if it's good for you, I'll drink it.","I see. If it's good for your health, maybe you should try some","",""
"はい！　しじみには『オルニチン』という成分が、
たくさん入っているんですよ","Yes! There's a lot of ornitin in it","Yes! Ornithine is an ingredient in shijimi clam,
There's a lot in there.","Yes! There's a lot
of ornitin in it","",""
"ふーん、しじみ汁か……。
チョイスが渋いな","Hmm, so it's shijimi soup... The choice is astringent","Hmmm, shijimi clam soup. ......
You're very reluctant to make a choice.","Hmm, so it's shijimi soup...
The choice is astringent","",""
"確かにちょっと渋いかもですが……。
味は保証します！","It might be a little sour, but... I guarantee it'll taste good!","Sure, it might be a little reluctant. ......
Taste is guaranteed!","It might be a little sour, but...
I guarantee it'll taste good!","",""
"それじゃあ、いただきます。
……ん、うまい！　それに体も温まるよ","Well then, let's dig in. ...Mm! This is good!! And it warmed my body too","Well then, I'll have some.
......, yummy! And it warms you up too!","Well then, let's dig in. ...Mm! This
is good!! And it warmed my body too","",""
"ふふっ、喜んでいただけてよかったです。
プロデューサーも、お疲れだと思ったので……","I'm glad you enjoyed it. Producer thought he was tired, too..","Phew, I'm glad you are pleased.
I thought Producer was tired, too. ......","I'm glad you enjoyed it. The
producer thought he was tired, too..","",""
"気遣ってくれたのか……。
ありがとう。琴葉の気持ちがなによりも嬉しいよ","You were worried about me... Thank you. I'm happy that Kotoha feels this way more than anything else","You cared. ......
Thank you, Kotoha's feelings are more than appreciated.","You were worried about me... Thank you. I'm happy
that Kotoha feels this way more than anything else","",""
"（事務所に戻ると、台本を持ちながら、
うとうとしている琴葉がいた）","(When I got back to the office, Kotoha was dozing off with a script in hand.)","(Back at the office, holding the script,
(There was a dozing Kotoha)","(When I got back to the office, Kotoha
was dozing off with a script in hand.)","",""
"琴葉、こんな所で寝てると風邪ひくぞ","Kotoha, you'll catch a cold sleeping here","Kotoha, you'll catch a cold sleeping here.","Kotoha, you'll catch a cold sleeping here","",""
