"（甜花が事務所で休憩している……。
最近の活動について聞いてみるか）","","(Beet Hana is taking a break in her office at .......
(Let's hear what he's been up to lately.)","","(Tenka is taking a break in the office...
Let's see what they have up their sleeve.)",""
"あ、プロデューサーさん……。
お、お疲れ様……です……","","Oh, and Producer .......
Oh, thanks for your help ....... ......","","Ah, Producer...
Th-Thank you... for your hard work.",""
"お疲れ様、甜花。
最近の調子はどうだい？","","Good job, Beet Hana.
How are you doing these days?","","Good work, Tenka.
How are you doing these days?",""
"え、えと……
……わ、悪くない……と、思います……","","Uh, uh, ......
I think ...... is not bad ......","","U-Umm...
...I-It's not bad... I think.",""
"そっか。それならよかった","","I see...that's good to know.","","I see. That's good to hear, then",""
"……う、うん……","","......Uh, yeah......","","...Y-Yes...",""
"…………","............","","","…………",""
"え、えっと。
そうだ、ルミナスのみんなとは楽しくやれそうかな？","","Uh, let's see.
Yes, do you think you'll have fun with everyone at Luminous?","","U-Um...
By the way, do you think we'll be able to have some fun with Luminous?",""
"えと…………ま、まだ……わかんない……
でも……仲良くなれたら、いいな……って、思います","","Uh ............ well, I don't know ...... yet ......
But I think it would be nice ...... if we could get to know each other.","","Um... I-I don't know yet.
▁But... I think it'd be nice if we could get to know each other better, too. That would make things easier for me......",""
"そうだな。
ゆっくりでいいから、仲良くなれるといいな","","
I hope we can get to know each other slowly.","","That's right.
Take your time. I hope we can get to know each other better, though not too much more than you'd like",""
"……えっと、これから甜花も忙しくなるだろうけど、
一緒に頑張っていこうな！","","...... Well, I'm sure the sugar beets will be busy in the near future,
Let's work hard together!","","...Um, I know Tenka's going to be busy
from now on. Let us do our best together!",""
"うん……","","Yeah ......","","Yeah...",""
"……あ、あの……プロデューサーさん……","","...... Oh, that ...... producer ......","","U-Um... Mr. Producer?",""
"どうして、甜花が……？","","Why is the beet flower ......?","","Why is Tenka...?",""
"どうしてって……。
なんで甜花はそんな質問をしようと思ったんだ？","","Why is that? .......
Why did Beet Hana decide to ask such a question?","","Why, you ask...
Why would tenka ask such a question?",""
"えと……甜花、アイドルとして……全然で……
なーちゃんの足、引っ張っちゃうし……","","Let's see,...... beetroot, as an idol,...... at all,......
I'm pulling Nachan's leg. ......","","Um... as an idol, Tenka? Not at all.
I'll just slow you down...",""
