"よし、イベントは終わったし、
今から帰って……って、玲音じゃないか","","Okay, the event is over,
Go home now and go to ......, isn't that Leon?","","Alright, the event's over. I should head
home now... Wait a minute! Leon?",""
"やぁ、奇遇だね。
今日はひとりなの？","","Hey, what a coincidence.
Are you alone today?","","Hey, what a coincidence.
Are you alone today?",""
"ああ。
玲音もひとりなのか？","","
Is Leon alone too?","","Yeah.
Was Leon alone, too?",""
"そうだよ。ちょうどよかった。
キミに聞きたいことがあったんだ","","Yes, just in time.
I wanted to ask you something.","","That's right. Perfect timing!
There's something I wanted to ask you.",""
"アタシの個性って、なんだと思う？","","What do you think my personality is?","","What do you think my Quirk is?",""
"突然だな……。
いったいどうしたんだ？","","All of a sudden. .......
What the hell is going on?","","That's pretty sudden...
What the hell's going on?",""
"キミが海外研修に行っている間、
アタシも、いろいろ挑戦していたんだ","","While you are on overseas training,
I was trying out different things too.","","I've been trying a lot of different things
while you were overseas training.",""
"今よりもっと、成長できるようにと
個性について研究しようと思っていてね","","We want to help you grow even more than you are now.
I'm trying to do some research on personalities.","","I'm thinking of researching
Quirks so that you can grow even more.",""
"それで、キミの考えも参考にさせて
もらいたいんだけど、いいかな？","","So, let me take your thoughts on this.
I'd like to have it, if that's okay.","","So, I'd like to use your thoughts
as a reference. Is that okay?",""
"なるほど、そういうことか。
そうだな、玲音の個性っていうと……","","I see, that's how it is.
Yes, Leon's personality is ......","","I see, so that's how it is.
Let's see, Leon's quirk is...",""
"格好良さ","","coolness","","Coolness",""
"ミステリアスさ","","mysteriousness","","Mysteriousness",""
"派手さ","","gaudiness","","Flashiness",""
"堂々とした立ち振る舞いや、
ステージ上での格好良さだと思うぞ！","","Stand tall and be magnificent,
I think you're looking good on stage!","","I think you'd look really
cool on stage!",""
"なるほど……格好良さか。
自分ではあまり実感がないけど……","","I see. ...... coolness.
I don't really feel it myself, but ......","","I see... coolness.
It doesn't really feel real to me, but...",""
"うん、ありがとう。
第三者の意見を聞いてみたかったんだ","","Yeah, thanks.
I just wanted to get a third-party opinion.","","Yeah, thanks.
I wanted to hear someone else's opinion.",""
"ミステリアスな雰囲気が、
玲音の個性なんじゃないか？","","Mysterious atmosphere,
I think it's Leon's personality.","","Isn't the mysterious atmosphere
Leon had a unique personality?",""
"ミステリアス？
へぇ……面白い見方もあるんだね","","Mysterious?
Heh, ...... interesting way to look at it.","","Mysterious?
Huh. That's an interesting way to look at it, too",""
"考えたことはなかったけど、
それならアタシの強みにもなるかもしれないね","","I never thought about it,
That could be one of my strengths, then.","","I've never thought about it, but that
might prove to be my advantage.",""
"派手なところかな。
服とかそういうのじゃなく、雰囲気も含めて","","I guess it's the fancy part.
Not the clothes or anything like that, but the atmosphere.","","I guess it's a flashy place.
It's not about clothes or anything.",""
"派手なところ……？
うーん、それは褒められているのかな？","","Fancy place ......?
Hmmm, is that a compliment?","","Something flashy...?
Hmm, is that a compliment?",""
"あまり自分では派手なつもりはないんだけどね、
キミとアタシでは感覚が、少し違っているのかな","","I don't intend to be too fancy myself,
I wonder if you and I have slightly different senses.","","I don't mean to make it too flashy, but I guess you and me feel a little
different from each other in terms of how we perceive the world around us.」",""
"……フフッ。こうしてキミと話していると、
新しい発見があって、とても楽しいよ","","......Hmmm...talking to you like this,
I'm having so much fun discovering new things.","","...Heheh. When I talk to you like this,
it's so much fun and new discoveries are made!",""
"これも、海外研修で培ってきた
キミのスキルなのかな？","","This is also a result of our overseas training programs.
Is it your skill?","","Is this another of your skills that you've
developed through training abroad?",""
"うーん……どうだろう。
海外研修は関係あるのか、分からないな","","Hmmm ...... I wonder.
I don't know if overseas training has anything to do with it, I don't get it.","","Hmm... I'm not sure.
I don't know if it has anything to do with overseas training.",""
"自覚はしていないんだね。でも、アタシには分かる。
キミは、確かに成長している！","","You don't know it, but I do.
You are certainly growing!","","You're not aware of it, are you? But I can tell.
You're definitely growing up!",""
"……そうだ！　近々フェスに参加するんだけど、
そこでキミの力を試してみない？","","...... Yes, I'm attending a festival soon,
Why don't you try your hand there?","","...Oh, I know! We're going to be participating in the
festival soon. How about we test your strength there?",""
"海外研修でパワーアップした実力で、
アタシをサポートしてみて欲しいな","","With the ability empowered by overseas training,
I hope you'll try to support me.","","I want you to try supporting me with your
power-upped skills from training abroad.",""
"力を試すって……。
事務所も違うのに、そんなことをして大丈夫なのか？","","You can test your strength at .......
Are you okay with that, even though we have different offices?","","Test my strength...?
Is it really okay for me to be doing that when we're working in different offices?",""
"アドバイザー、っていう名目なら
問題ないんじゃない？","","Advisor, if that's what you want to call it.
No problem, right?","","I think it's safe to
call him an advisor.","If it's under the pretense of being an
advisor, there shouldn't be a problem, right?"
"その意見を取り入れるかどうかは、
アタシの判断次第、ということだからね","","Whether or not to incorporate that opinion,
It's up to me.","","It's up to me whether or not
I can accept that opinion.",""
"……そこまで言うなら、参加させてもらうよ。
だけど、ルミナスのこともあるし、今回だけだぞ","","...... If you insist that much, I'll join you.
But, we have the luminous thing going on, and it's just this once.","","...If you insist, I'll participate.
But with Luminous, just this once.",""
"フフッ、そう言ってくれると思っていたよ！
ありがとう！","","Phew, I knew you would say that!
Thank you!","","Hehe, I knew you'd say that!
Thank you!",""
"スケジュールが決まり次第、連絡させてもらうね。
キミの活躍、期待しているよ！","","I'll let you know as soon as I have a schedule.
I'm looking forward to your success!","","I'll let you know when the schedule is set.
I'm looking forward to seeing what you can do!",""
"（玲音のフェスは、大成功のうちに終わった）","","(Leon's festival was a resounding success.)","","(Leon's festival ended with a huge success.)",""
"フェスでの件、感謝するよ。
おかげで、素晴らしいステージになった","","Thanks for what you did at the festival.
It made for a great stage.","","I'm grateful for what you did at the festival.
It's made for a great show.",""
"俺は少し、サポートしただけだよ。
玲音の実力があったからこそ、成功したんだ","","I was just a little, you know, supportive.
It was Leon's ability to make it work.","","I'm just a little supportive.
It was only thanks to Leon's skill that I succeeded.","I'm just supporting you a little. It's thanks
to Leon's ability that I was able to succeed"
"フフッ、謙遜しなくてもいいよ。
キミは、もっと自信を持つべきだ","","Hmph, no need to be modest.
You should have more confidence.","","Hehe, there's no need to be modest.
You should be more confident.",""
"しかし、残念だね。
キミのサポートが、一度きりのことだなんて……","","But that's too bad.
I can't believe your support is a one-time thing. ......","","That's a shame, though.
I can't believe this is the only time we get to support you...",""
"……そうだ！　ねえキミ、これからもアタシを
サポートしてくれないかな？","","...... Yes! Hey, you, keep me in the loop.
Can you support me?","","...That's right! Hey, can you
continue to support me?",""
"えっ、これからもか！？
俺が、玲音を？","","What, from now on?
Me, Leon?","","What, from now on!?
.... with Leon?",""
"ああ！　キミが一緒にいてくれれば、
アタシは、もっと輝けると思うんだ！","","Oh! If only you were with me,
I think I can shine more!","","Yeah! If you're with me, I think
it will be even brighter.",""
"キミのメリットは……なんだろう。
ちょっと考えるよ","","I guess your merit is .......
I'll think about it.","","As for the benefit for you....
I'll think about it.",""
"メリットはあるよ。玲音のトップとしての仕事ぶりを
間近で見て、ルミナスに活かすことができる","","There's merit to it, the way Leon works as a top executive.
See it up close and make use of it for luminous","","There's a merit to it. I can see how you work as the top top Idol
up close, and use that knowledge on Luminous for my own ends",""
"それで良ければ、力になるよ","","If that's okay with you, I'll help you.","","If that's all right with you, I can help.",""
"ありがとう！　フフッ、お互いに切磋琢磨して、
さらなる高みを、目指そう！","","Thank you! Phew, friendly competition with each other,
Let's aim higher!","","Thank you! Heheh, let's both work hard and
strive for even greater things together.",""
"ああ、よろしく頼む！","","Yeah, nice to meet you!","","Yeah, I'm counting on you!",""
"……じゃあ、早速だけど、フェスでの
アドバイスについて、聞いてもいい？","","...... Well, I'll get right to it. I'll be at the festival.
Can I ask you about your advice?","","...Then, can I ask you some
advice about the festival?",""
"ああ、あのアドバイスで、
なにか気になるところがあったのか？","","Oh, with that advice,
Was there something on your mind?","","Yeah, did that advice
catch your attention?",""
