"お疲れ様、伊織。
ルミナスの活躍、順調みたいだな","","Good job, Iori.
Luminous activity, looks like it's going well.","","Good work, Iori.
Sounds like Luminous is doing well.",""
"伊織の豊富なアイドル経験は、
ルミナスみんなのためにもなる。これから頼むぞ！","","Iori's extensive idol experience is,
Luminous, it's for everyone's benefit, please do us all a favor from now on!","","Iori's wealth of idol experience is good
for everyone in Luminous. I'm counting on you!",""
"ま、このスーパーアイドル伊織ちゃんにかかれば、
アンタの期待に応えるくらいワケないわ。けど……","","Well, if it's up to this super idol Iori,
I don't know if I'll ever live up to your expectations, but I'm sure I will. ......","","Well, Iori-chan's a super idol, so she won't
live up to your expectations. But......",""
"『けど』？
どうしたんだ、伊織？","","But""?
What's wrong, Iori?","","『But...』- What?
What's wrong, Iori?",""
"ルミナスって、いろんな事務所から個性的な子が
たくさん集まっているじゃない？","","Luminous is a place where unique girls from various offices
There are a lot of people here, aren't there?","","Luminous, you've got a lot of unique
girls from all over the office.",""
"アンタ、その……
結構、大変なんじゃないの？","","Anta, that ......
Isn't it quite a lot of work?","","You're, um...
Isn't that a lot of work?",""
"大変だろうけど、
その分、やりがいのあるプロジェクトだからね","","I know it will be hard,
That's what makes it such a rewarding project.","","I know it's a lot of work,
but it's a worthwhile project.",""
"研修で得たノウハウを、
ルミナスの活動の中で活躍させたい","","The know-how gained from the training,
I want them to be active in Luminous activities.","","I want Luminous to use the know-how she gained
from her training to make a name for herself.",""
"ふ～ん、なるほどね。
アンタなりに頑張ってきたみたいじゃない","","Hmmm, I see.
It looks like you've been working hard in your own way.","","Hmm, I see.
Looks like you've been doing your best.",""
"伊織のほうが、俺がいない間に
ますます磨きがかかった気がするけど","","Iori is the one who, while I was gone...
I feel like I'm getting more and more polished.","","I think Iori's improved even
more when I wasn't around.",""
"気がするじゃなくて、磨きがかかってるの！
ほんと、私の可能性って限界がなくて困るわ～♪","","I don't feel like it, it's polished!
I really don't have any limits to my potential!","","I don't think so. It's just been polished!
Really, it's troubling that my potential has no limit♪",""
"って、そうじゃなくて！
いまはアンタの話をしているのよ！","","And that's not what I mean!
Now we are talking about you!","","Wait, that's not what I meant!
We're talking about you now!",""
"これまでのアンタの働きっぷりを見てきたけど、
なんていうか……気になるのよ！","","I've seen how hard you've worked so far,
What can I say, I'm curious about ......!","","I've seen how you've been working
up until now, but... I'm curious!",""
"『スターリットシーズン』を、みんなで目指す……
これが一番の目標よね","","The ""Starlit Season"" is what we're all aiming for: ......
That's our main goal.","","『Starlit Season』We're all aiming for the same goal...
That's your number one goal, isn't it?",""
"どういったプロデュース方針なの？
ちゃんとまとめられそう？","","What is your production policy?
Can you put it all together properly?","","What kind of production policy is that?
Do you think you can put it all together?",""
