"（甘奈は……と。どうやら、雑誌に夢中のようだな）","","(Amana is with ....... Apparently, she's obsessed with magazines.)","","(As for Amana... It seems she's absorbed in her magazine.)"
"あ、プロデューサーさんいたの！？
ごめんね、気付かなくて……！","","Oh, there was a producer!
Sorry, I didn't realize that. ......","","Oh, there's a producer here?!
Sorry, I didn't notice...!"
"邪魔しちゃ悪いかと思ってな。
それで、何の雑誌を読んでるんだ？","","I don't want to intrude.
So what magazine are you reading?","","I didn't want to disturb you.
So, what magazine are you reading?"
"ティーン向けのファッション誌だよ～！
週替わりの特集に甜花ちゃんが出てるの！","","It's a teen fashion magazine!
I have a beet on my weekly feature!","","It's a fashion magazine for teenagers!
Tenka chan is in the weekly special edition!"
"どれどれ……へぇ、甜花らしいふんわりした
可愛さが伝わってくる、いい写真だな","","Which one is ...... Heh, fluffy like a beet flower.
I can feel the cuteness, nice picture.","","Let's see... Wow, this is a nice photo that
shows just how cute and fluffy Tenka are."
"えへへ、そうなんだよね！　
特にこの写真、めっちゃかわいーんだ！","","Heh, heh, heh!
This picture in particular is so cute!","","Heheh, you're right!
This photo is especially cute!"
"どの甜花ちゃんもかわいーけど、
やっぱり笑顔の甜花ちゃんが一番だよねっ☆","","All of the beet girls are cute, though,
After all, a smiling beet is the best, isn't it☆.","","All the Tenka-chans are cute, but nothing beats a smiley one like you! That'd be perfect for my taste buds. I love it so much more than anything else in this
world!! Aaahh... Uuugyagyueee~!!! Mmmmnnnnggghawkwaowwwwooooh no waayt? Ohmigosh ohmy goddammit all of that is just too good to go through with me right now、☆"
"ああ、確かにいい笑顔だ。さすが甘奈、
甜花をいつもそばで見ているだけはあるな","","Oh, she certainly has a nice smile, as one would expect from Amana,
You're just always watching the beets and flowers by your side.","","Yeah, that's a nice smile. I guess it makes sense for you to always
be watching the Tenka from up close and personal like this"
"うん！　甜花ちゃんのことだったら、
なんでも聞いてね！","","Yeah! If it's about the beetroot,
Ask me anything!","","Okay! If you want to know
about Tenka-chan, just ask me."
"ああ、その時はお願いするよ","","Yeah, I'll ask for your help then.","","Yeah, I'll be counting on you then."
"……えっと、甘奈は、甜花と一緒に輝きたくて、
アイドルになったんだよな","","...... Well, Amana wanted to shine with Tetuka,
You've become an idol.","","...Um, Amana became an idol because she
wanted to shine together with Tenka."
"うん、そーだよ！
一緒にキラキラ輝きたいって思ってるんだー☆","","Yeah, that's right!
We want to sparkle and shine together.","","Yeah, that's right!
I want to sparkle together.☆"
"それとね、甜花ちゃんのかわいさを、
み～んなに知ってもらいたいのっ！","","And hey, how cute is Tetuka?
I want everyone to know about it!","","And I want everyone to know
just how cute Tenka-chan is!"
"（甘奈は甜花について、
嬉しそうに語っているが……）","","(Amana is about beetroot flowers,
(......), although he is happy to talk about it.","","(Amana happily recounts the
details of Tenka, but...)"
"甘奈は甜花が
好きなんだな","","Amana is a sugar beet.
You like it.","","You like
Tenka, don't you?"
"甜花も可愛いが
甘奈も可愛いぞ","","The beet is lovely, but...
Amana's cute, too.","","Tenka's cute,
but so is Amana."
"甘奈のことを
知りたい","","I'm talking about Amana.","","I want to know
about Amana."
"甘奈は、本当に甜花のことが好きなんだな","","Amana must really like Tetuka.","","You really do like Tenka, don't you?"
"えへへっ！　もちろん☆","","Hehehe! Of course☆!","","Heheh! Of course.☆"
"甜花ちゃんと一緒なら、
どんなことだって頑張れるよっ！","","If it's with Beet Hana,
I can do my best in anything!","","As long as I'm with
Tenka, anything goes!"
"甜花も可愛いが……
甘奈も、もちろん可愛いぞ！","","Beet flowers are cute, but ......
And Amana, of course, she's adorable!","","Tenka are cute too, but...
Of course, you're cute too!"
"えへへ……ありがと！","","Ehehe ...... thanks!","","Haha... Thanks!"
"褒めてくれてうれしいなっ","","I'm glad you appreciate the compliment.","","I'm glad you complimented me!"
"甜花のこともいいが、甘奈のことも、
もっといろいろ教えてほしいな","","I like the beetroot flower, but also the amana,
I wish you could tell me more about it.","","I'm fine with the Tenka thing, but I
want you to tell me more about Amana as well"
