"（心白と改めて話をするために、
ふたりで喫茶店に訪れた……）","","(To talk again with Xinbai,
(The two of us visited a coffee shop: ......)","","(We went to the cafe together so
we could talk with Kohaku...)",""
"わぁ、いい雰囲気の喫茶店ですね！
事務所の近くに、こんなお店があったなんて……♪","","Wow, nice coffee shop with a great atmosphere!
I didn't know there was a store like this near my office: ......♪","","Wow, this cafe has a nice atmosphere!
I didn't know there was a store like this near my office...♪",""
"気に入ってもらえて、よかったよ。
遠慮せず、好きなものを注文してくれ","","I'm glad you liked it.
Feel free to order whatever you like.","","I'm glad you like it.
Feel free to order whatever you'd like.",""
"分かりました、ありがとうございます。
……それで、話ってなんですか？","","Okay, thank you very much.
...... So, what's the story?","","Understood, thank you.
...So, what did you want to talk about?",""
"ああ、心白の調子を確認しておきたかったんだ。
レッスンがきつかったりしないか？","","Yeah, I just wanted to make sure that the heart white was in good shape.
Are the lessons too hard?","","Yeah, I just wanted to check up on Kohaku's condition.
Don't you think your lessons are going to be tough?",""
"レッスンは大変だな、と思うこともあります。
もっと体力をつけなくちゃダメですね","","I sometimes think that lessons are hard work.
I need to get more physical.","","Sometimes I think that lessons are tough.
You need to build up more stamina.",""
"でも、みなさんがサポートしてくれますから、
楽しいですよ","","But you all support me,
It's fun.","","But with everyone's support,
it would be fun.",""
"本当に、毎日が刺激的で、とても勉強になります","","Truly, every day is exciting and I learn so much!","","Every day is really exciting, and it's very educational.",""
"そうか……。
うん、それならよかった","","
Yeah, I'm glad to hear that.","","I see......
Well, that's good to hear.",""
"実は、アイドルへ復帰することに
迷いや不安があったんじゃないかって考えてたんだ","","In fact, I've decided to return to Idol.
I was thinking maybe there was some hesitation or insecurity.","","Actually, I was thinking that maybe you were
worried about becoming an idol again.",""
"ええと……ない、と言えば嘘になります。
でも、復帰することは、自分で決めたことですから","","Well, I would be lying if I said I don't have .......
But I've made my own decision to return.","","Umm... I'd be lying to say that there isn't.
But I've already made my decision to return.",""
"少しブランクはありますが、
精一杯頑張りますね","","There are a few blanks,
I'll do my best.","","There's a bit of space
between us, but I will do my best.",""
"ですが……やっぱりみなさん、
レベルが高いです","","But ...... after all, folks,
Levels are high.","","But... You're
all so high-level.",""
"早く追いつかないと、と考えてしまって……。
私も、もっと努力をしなくてはいけませんよね……？","","I had to catch up quickly, I thought. ......
I must make more of an effort, right ......?","","I thought that we had to hurry and catch up...
I'll have to put in more effort as well, right...?",""
"なるほど。そうだな……","","I see...yes. ......","","I see. That's right...",""
"困ったことがあれば
いつでも言ってくれ","","If you have any problems
You can tell me anytime.","","If there's anything you
need, just let me know.",""
"大変だろうけど、
みんなで助け合おう","","
Let's all help each other.","","I know it's hard, but we
should all help each other out.",""
"心白の実力があれば
すぐに追いつけるさ","","If you have the ability to mind white
You'll catch up soon enough.","","With Kohaku's skills, we can
catch up to him in no time.",""
"困ったことがあれば、いつでも言ってくれ","","If you ever need help, just let me know.","","If you need anything, just let me know.",""
"ありがとうございます！
頼りにしていますね♪","","Thank you very much!
You can count on us... ♪","","Thank you very much!
I'm counting on you.♪",""
"俺だけじゃない、他のルミナスのみんなも
心白の力になりたいと思ってるぞ","","Not just me, but all the other Luminous.
I'd be happy to help you, heart white.","","I'm not the only one who wants to
help you. The rest of Luminous does, too!",""
