"（休憩中の蘭子に、
近況を聞いてみることにした……）","","(To Ranko during a break,
(I decided to ask him what he's been up to: ......)","","(I decided to ask Ranko, who's
on break right now.)",""
"お疲れ様、蘭子。ルミナスの中で
蘭子が気になるようなアイドルはいたか？","","Good job, Ranko, in Luminous.
Were there any idols that Ranko would be interested in?","","Good work, Ranko. Was there an
idol in Luminous who caught your eye?",""
"我が力に共鳴する者……。
かの、月の執行者。四条貴音ね","","Those who resonate with my power. ......
The Moon's Executioner, Shijo Takane, of course.","","Those who resonate with my power...
The moon's enforcer. Takane Shijou, right?",""
"（私が気になっている人……そうですね、
貴音さんでしょうか？）","","(Someone I'm interested in: ...... yes,
(Is it Takane-san?)","","(The person I'm interested in...
Is that you, Takane-san?)",""
"彼女が纏いし高潔なる衣、
そして月光が生み出す影のごとき妖艶さ！","","The noble robe she wears,
And the moonlight creates shadows that are as bewitching as the shadows!","","The noble robe she wears, and the
bewitching beauty of a shadow created by moonlight!",""
"（あの気高い雰囲気と、
ミステリアスな感じが素敵です！）","","(With that noble atmosphere,
(I love how mysterious they are!)","","(That noble air and
mysterious atmosphere are wonderful!)",""
"なるほど、貴音か。
確かに、貴音といえば……","","I see....you're a noble.
Indeed, when it comes to Takine, ......","","I see. Takane, huh?
Indeed, speaking of Takane...",""
"月のイメージ","","Image of the Moon","","Image of the Moon",""
"姫のイメージ","","Image of the Princess","","Image of the Princess",""
"麺のイメージ","","Noodle Image","","Image of noodles",""
"月のイメージが強いよな","","You have a strong image of the moon, don't you?","","The image of the moon is strong.",""
"うむ。月の使者アルテミス、またはサリエルか……。
月の執行者たる運命が、我が魂を惹きつけるわ！","","Mm...Artemis the Moon Messenger or Sariel or .......
The fate of the executor of the moon attracts my soul!","","Yes. The moon envoy Artemis, or Sariel...
The fate of the moon's enforcer draws my soul to me!",""
"（はい、夜空に浮かぶ月のような
貴音さんの凛とした雰囲気、すっごく素敵です！）","","(Yes, like the moon in the night sky)
(Your dignified atmosphere is so wonderful!)","","(Yes, Takane-san's dignified aura is
just like the moon hanging above us!)",""
"お姫様っぽいイメージがするよな","","It's kind of a princess image, isn't it?","","She looks like a princess, doesn't she?",""
"よもや、かの月より舞い降りし真の姫君なのでは……
なんて、戯言ね","","Perhaps she is the true princess who descended from the moon. ......
What a crock.","","Perhaps she's the true princess who descended from that moon...
What a load of bullshit.",""
"（本当に月からやって来たお姫様だったりして……
なんて、もちろん冗談ですよ～）","","(Or maybe she really is a princess who came from the moon. ......
(What a joke, of course~)","","(Maybe she really is a princess from the moon...
I'm just kidding, of course~)",""
"麺のイメージだな。
主に、ラーメンだけどな","","That's the image of noodles.
Mainly, though, ramen.","","That's the image of noodles.
Mostly ramen, though.",""
"うむ、ウロボロスの理に誘われている姿を、
よく見かけるわ……","","Mm, the way you are lured by the logic of the Ouroboros,
I see it all the time. ......","","Yes, I often see him being lured
in by the laws of Ouroboros...",""
"（そうですね……。事務所でもラーメンを、
食べているところをよく見かけます）","","(Yes, ....... Ramen at the office, too,
(I often see them eating it.)","","(Let's see... I often saw him
eating ramen at the office, too.)",""
"貴音のことがもっと知りたいなら、食事に誘うのは
どうだろう？　きっと喜んで応じてくれると思うぞ","","If you want to know more about Takayoshi, you can ask him out to dinner.
What do you think? I'm sure they'd be happy to oblige.","","If you want to know more about Takane, why not
invite her out for dinner? I'm sure she would be happy.",""
"なるほど。
ならば、月の執行者に晩餐の招待状を送ろう！","","
Then send a dinner invitation to the executor of the moon!","","I see.
In that case, I'll send an invitation to the Moon Enforcer for dinner!",""
"（分かりました。
貴音さんを食事に誘ってみます♪）","","(Understood.
(I'll ask Takane-san out to dinner...)","","(Understood.
I'll invite takanesan to dinner.♪)",""
"（仕事終わり、蘭子とカフェで
ひと息つくことにしたのだが……）","","(After work, at a cafe with Ranko)
I decided to take a break (......)","","(After work, Ranko and I decided
to take a break at the cafe.)",""
"お待たせいたしました。
ごゆっくりどうぞ","","
Take your time.","","Sorry to keep you waiting.
Please take your time.",""
"これは……漆黒の雫！？
我が言霊が伝わらなかった、と？","","This is a ...... jet black drop!
My words were not conveyed?","","This is...a jet-black drop!?
You didn't get my message?",""
"（これ、ブラックコーヒーですよね。
私、別のものを頼んだはずなんですけど……）","","(This is black coffee, right?
(I thought I ordered something else: ......)","","(This is black coffee, isn't it?
I thought we ordered something else...)",""
"他のお客さんの注文を、持ってきちゃった
みたいだな。どうする、蘭子？","","I brought another customer's order.
What do you think, Ranko?","","Looks like you've brought orders from the
other customers. What do we say, Ranko?",""
"我が翼を更なる堕落へと導く、漆黒の雫……。
これ以上、我に罪を与えようというのか！","","A jet-black drop that leads my wings to further depravity. ......
Shall I be guilty of any more sins?","","A pitch-black drop that will lead my wings even further into depravity...
Are you going to give me any more sins!?",""
"（実は私……。
ブラックコーヒーって苦手なんです）","","(Actually, I .......
(Black coffee is not my thing.)","","(Actually, I...
I don't like black coffee.)",""
"もしかして、コーヒーが苦手……ってことか？
それだったら……","","Maybe you mean you don't like coffee ......?
If that's the case, please visit ......","","Does that mean... she doesn't like coffee?
If that's the case...",""
"飲み物を交換する","","Exchanging drinks","","I'll trade you a drink.",""
"砂糖とミルクを
入れる","","Sugar and milk.
pay (one's rent, etc.)","","Add sugar
and milk.",""
"我慢する","","bear patiently","","I'll bear it.",""
"蘭子が良ければ、
俺の飲み物と交換しようか？","","If the Ranko is good,
You want me to trade you my drink?","","If you'd like, I can trade
some of my drinks for it.",""
"それは禁忌の術！
≪瞳≫を持つ者に、我が翼の代償などと！","","It is a forbidden art!
≪The cost of my wings to the one who has the ""Eye""!","","It's a taboo jutsu!
For those with eyes, the price of my wings!",""
"（ありがとうございます！
でも、それだとプロデューサーに迷惑が……）","","
But that would be a problem for Producer ......)","","(Thank you very much!
But that'd cause trouble for Producer...)",""
"砂糖とミルクを入れたら
飲めるんじゃないか？","","If you add sugar and milk.
You can drink it, can't you?","","Maybe you could put some
sugar and milk in it.",""
"うむ、我が魔力が封じられるのは、仕方のないこと。
しかし、漆黒の雫を召喚した者の運命の行方が……","","Mm, it is inevitable that my magic will be blocked.
However, the fate of the one who summoned the jet-black drops is ......","","Yes, it cannot be helped that my magical energy is sealed.
However, the fate of whoever summoned those black droplets...",""
"（我慢すれば飲めますけど、
コーヒーを頼んだ人が困っちゃいますよね）","","(I can drink it if I have patience,
(I'm sure the person who ordered the coffee would be in trouble.)","","(You can drink it if you hold back, but the
person who ordered coffee would be in trouble.)",""
"我慢して飲んでみたらどうだ？","","Why don't you hold out and have a drink?","","Why don't you hold on and drink it?",""
"それが預言された未来ならば、甘んじよう！
だが、これは仕組まれた宿命……！","","If that is the prophesied future, let us be lenient!
But this is a set-up and fate. ......","","If that's the future you foretold, then I will accept it!
But this is a predestined fate...!",""
"（うーん、それでもいいんですけど……
間違えた店員さんが困っちゃいませんか？）","","(Hmmm, that's okay, but still ......
(Wouldn't the wrong clerk get in trouble?)","","(Hmm, that's fine by me...
Isn't the clerk in trouble for making a mistake?)",""
"……よし、やっぱり注文をし直すか。
すみません、フルーツジュースをひとつお願いします","","...... Okay, I guess I'll have to reorder after all.
Excuse me, one fruit juice, please.","","...Alright, I guess we'll reorder.
Excuse me, one fruit juice please.",""
"先ほどは大変失礼いたしました。
こちらフルーツジュースです","","I am very sorry for my earlier comment.
This is fruit juice.","","I'm terribly sorry about earlier.
This is fruit juice.",""
"うむ！　果実の混沌から生じる甘美の雫！
我が魔力も、歓喜に打ち震えているわ！","","Mmm! A drop of sweetness arising from the chaos of the fruit!
My magical powers are shaking with rapture, too!","","Yes! The sweet droplets that emerge from the chaos of fruit.
My magic power is also trembling with joy!",""
"（このフルーツジュース、すっごくおいしい！
えへへ、なんだか元気が出てきました！）","","(This fruit juice is soooo good!
(Ehehe, I'm feeling kind of cheered up!)","","(This fruit juice is delicious!
Hehe, I'm feeling better now!)",""
"（こういう時は、意外と年相応なんだな。
とにかく、喜んでもらえて何よりだ）","","(At times like this, they are surprisingly age-appropriate.
(Anyway, I'm glad you're pleased.)","","(She's surprisingly mature at times like these.
Anyway, I'm glad you like it.)",""
"（仕事終わりに、
蘭子と本屋に立ち寄ることにした）","","(After work,
(He decided to stop by a bookstore with Ranko.)","","(I decided to stop by the
bookstore with Ranko after work.)",""
"ククク、ミネルヴァの意志を感じるわ。
ここは、知徳を欲する我が魂が滾る聖域！","","Kukuku, I feel Minerva's will.
This is a sanctuary where my soul, which desires knowledge and virtue, is overflowing!","","Heheh, I can feel Minerva's will.
This is a sanctuary where my soul seethes with desire for knowledge!",""
"（本屋さんって、いろんな本が置いてあって、
見ているだけでワクワクしてきますよね）","","(Bookstores have a wide variety of books,
(Just looking at it is exciting, isn't it?)","","(There are so many books in the bookstore.
Just looking at them gets me excited!)",""
