"お疲れ様、蘭子。
ルミナスの調子はどうだ？","","Good job, Ranko.
How's Luminous doing?","","Good work, Ranko. How are you fitting in with
Project Luminous so far?",""
"フフフ……光輝なる集いは、
我が魂に祝福と安息をもたらしているわ","","Hmph. ...... The luminous gathering is,
You are bringing blessings and rest to my soul.","","Kukuku... the Luminous gathering, it's bringing
blessings and repose to my soul.",""
"（はい、ルミナスの活動はバッチリですよ！
いろんなアイドルの子とお話ができて楽しいです♪）","","(Yes, the luminous activity is perfect!
It's fun to talk to so many different idols...)","","(Yes, Luminous activities are going great! It's fun
to talk with various idols♪)",""
"しかし、数多の同胞から我が魔力を見抜くとは、
どうやらその≪瞳≫は真実……","","But how could you detect my magic from so many of my compatriots?
Apparently, that ""eye"" is the truth ......","","But, to detect my magical power from so many of
my comrades. It seems that ""eye"" sees the truth...",""
"（あっ、そうだ！　たくさんのアイドルから
私を選んでくれて、ありがとうございます！）","","(Oh, yes! From many idols!
Thank you so much for choosing me!)","","(Ah, that's right! Thank you so much for choosing
me out of so many idols!)",""
"やがて訪れる星光の宴に相応しいわ！
ハーッハッハッハッ！　　血沸き、肉躍る！","","It's appropriate for the starlight banquet that will soon be upon us!
Blood boils and flesh dances!","","It's only fitting for the feast of starlight to come!
Ha-ha-ha! Blood boils, flesh animates!",""
"（みんなとスターリットシーズンを、
一生懸命、頑張ります！）","","(Have a stalit season with everyone,
I'll try my hardest!)","","(I will make sure to do my best in Starlit Season
along with everyone!)",""
"……うーん、蘭子の言葉は難しいが、
蘭子のやる気は十分に伝わったぞ！","","...... Hmmm, hard to put into words for Ranko, though,
I've got enough motivation for you to get the Ranchi!","","Umm... You're kind of hard to understand, but i
can tell that you're very motivated!",""
"フフフ、我が言霊をかくも容易く読み解くとは。
さすがは我が友！","","I am amazed at how easily you can decipher my words.
That's my friend!","","Fufufu, to decipher the spirit of my words
so easily. As expected of my friend!",""
"（私の気持ちが伝わったみたいでよかったです♪）","","(I'm glad my feelings were conveyed...)","","(I'm glad that my feelings were conveyed♪)",""
"そ、そうだな！　一緒にユニット活動を頑張ろう！","","Yes, yes! Let's work on unit activities together!","","T-That's right! Let's do our best in unit activities
together!",""
"（……って、感じでいいのか？）","","(Is ...... like that?)","","(... That's what she meant right?)",""
"フフ、異世界より集いし乙女達と、
しばしの間、手を取り合うのも一興！","","With maidens gathered from other worlds,
It is also fun to hold each other's hands for a while!","","Kukuku, It's fun to join hands with maidens from
another world for a while!",""
"（いろんな事務所から集まった、アイドルの
みんなと一緒の時間を過ごせてうれしいです♪）","","(Idols from various offices
I'm glad to spend time with you all...)","","(I'm glad to be able to spend time with all the
idols from various offices.)",""
"いかなるラグナロクを迎えるのか、
この瞳で見届けさせてもらうわ！","","What kind of ragnarok will we face?
I will see it through with my own eyes!","","What kind of Ragnarok will I see with my very
own eyes? ",""
"（これから楽しいことがいっぱいありそう！
胸がわくわくしてきまーす♪）","","(There will be lots of fun things to come!
I'm so excited!)","","(There's going to be so much fun ahead! I'm so
excited!)",""
"ああ、これからどんな未来が待っているのか、
俺も楽しみにしているぞ！","","Ah, what kind of future awaits us,
I'm looking forward to it too!","","Yeah, I'm looking forward to seeing what the
future holds for you, too!",""
"ときに≪瞳≫を持つ者よ。
我は望む。同胞とのさらなる共鳴を！","","O you who sometimes have ""eyes"".
I hope for more resonance with my people!","","O the one with the ""eye""! I desire further
resonance with my comrades!",""
"（ところで、プロデューサー。もっと、みんなと
仲良くするには、どうすればいいんでしょうか？）","","(By the way, producer.
How can we get along?)","","(By the way producer, what should I do to get
along with everyone better?)",""
"『同胞』『共鳴』――
えっと、仲間となにかしたいってことだったら……","","""Compatriots,"" ""Resonance,"" ""Resonance,"" and ""Resonance.
Well, if you want to do something with your friends, you can go to ......","","""Comrades?"" ""Resonance?"" Umm, if you want to
get along with your friends, you could...",""
"新しい衣装を
用意する","","New outfits.
Prepare.","","Get new
outfits.",""
"新曲を
作る","","New Music.
make up (one's face, etc.)","","Write a new
song.",""
"新しいダンスを
考える","","New Dance.
consider","","Think of a new
dance.",""
"新しい衣装を用意してみるのはどうだ？","","How about a new outfit?","","How about we get you a new outfit?",""
"新たな聖衣を誂えようというのか！
さすが≪瞳≫を持つ者……。素晴らしき英断！","","Are you going to have a new holy robe made to order?
As expected of the one with ""eyes"" ....... Wonderful and wise decision!","","You'd grant us new holy robes! A wonderful 
insight, as expected from one with the ""eye"".",""
"（みんなとお揃いの衣装を作ってくれるんですか？
ありがとうございますっ、プロデューサー♪）","","(Will you make matching outfits for everyone?
Thank you, producer.)","","(You're going to make matching outfits for
everyone? Thank you very much, producer♪)",""
"同胞達との共鳴は轟となり、
世界中が歓喜に満ち溢れるわ！","","Resonance with our brethren becomes a roar,
The whole world will be filled with joy!","","The resonance with my people will be a roar.
The world will be filled with joy!",""
"（もっとみんなと仲良くなったら、
ルミナスの活動も、きっと楽しくなりますよね♪)","","(When you get to know everyone better,
Luminous activities will be a lot of fun...)","","(If I get to know everyone better, I'm sure
Luminous activities will be a lot more fun...)",""
