"（千早に声を掛けてみよう……。
お、あそこにいるな）","","(Let's talk to Chihaya at .......
(Oh, there he is.)","","(Let's call out to Chihaya...
(Oh, there she is.)"
"お疲れさま、千早。ちょうどよかった。
今、話をしても平気か？","","Good work, Chihaya, just in time.
Are you okay with me talking to you now?","","Good work, Chihaya. Perfect timing.
Can I talk to you right now?"
"お疲れさまです、プロデューサー。
何かご用でしょうか？","","Good job, producer.
Can I help you?","","Good work, producer.
Can I help you with something?"
"久しぶりに、千早とゆっくり話をしたかったんだ","","It's been a while since I've had a chance to talk with Chihaya.","","It's been a while, so I wanted to have a nice chat with Chihaya."
"よかったら、俺が海外に行っていた間の話を、
聞かせてくれるか？","","If you want, I can tell you about the time I was abroad,
Can I ask you something?","","If you don't mind, could you tell me
what happened while I was overseas?"
"プロデューサーがいない間、ですか……","","While Producer is away? ......","","While Producer's away, huh..."
"些細なことでもいいんだ。
俺がいなくなってから、どんなことをしてたとか","","It doesn't matter how trivial it is.
Like what you've been doing since I've been gone.","","I don't care if it's just a little thing.
What you've been doing since I left."
"……私、今まで自分が、いかにプロデューサーに
支えられていたのか思い知りました","","...... I've always wondered how I could be a producer.
I realized how much I had been supported.","","...I've come to realize just how much
I've been supported by Producer."
"迷った時も、壁に当たった時も、
プロデューサーが道を示してくれていたんだって","","Even when you are lost, even when you hit a wall,
He said Producer was showing him the way.","","When I got lost, when I hit the wall,
Producer showed me the way."
"千早……","","Chihaya ......","","Chihaya..."
"アイドルの活動は、
春香たちと協力して行っていました","","Idol activities are,
I was working with Haruka and the others.","","The idol activities were done
with Haruka and the others."
"春香たちとか。
なるほど……それで？","","Haruka and others.
I see. ...... So?","","Like haruka and the others.
I see... And?"
"支えあって、励ましあって……私ひとりだったら、
思うように活動できなかったかもしれません","","We support and encourage each other. ...... If I were alone,
We may not have been as active as we would have liked.","","If I were alone, I probably wouldn't have been able to
do what I wanted, supporting and encouraging each other"
"改めて、協力しあうことの大切さを知りました。
だから、ルミナスも挑戦しがいがあると思っています","","Once again, I learned the importance of cooperation.
So I think luminous is also challenging!","","Once again, I learned the importance of cooperating with each other.
That's why Luminous thinks it's worth a shot."
"教えてくれてありがとう。
スターリットシーズンへの気合いも十分なようだな","","Thanks for letting me know.
Sounds like you're fired up for the Starlit season.","","Thank you for telling me.
Looks like you've got enough firepower for the starlit season."
"はい！　もっと高みを目指すために、
色々なことを学びたいかと","","Yes! To aim higher,
I thought you might want to learn a few things.","","Yes! I want to learn a lot of things
so I can reach even greater heights."
"（俺がいない間も、手探りながらも前に進んでいた
千早。彼女なら、まだまだ成長できるだろう……）","","(Even while I was gone, they were groping their way forward.
(Chihaya. She can still grow. ......)","","(Even when I wasn't around, Chihaya was still fumbling
around as she moved forward. I'm sure she can still grow...)"
"あの……プロデューサーの意気込みを、
聞かせていただいても？","","That ...... producer's enthusiasm,
May I ask?","","Um... May I ask how
Producer feels"
"俺のか？　もちろんいいぞ。ルミナスが本格的に
始動して、これから忙しくなると思うが……","","Mine? Of course it's good, the luminous is in full swing.
I'm sure you'll be busy now that you're up and running: ......","","Mine? Of course. I'm sure things will get
busy with Luminous starting in earnest..."
"一緒に頑張ろう！","","Let's work together!","","Let's do our best together!"
"任せてくれ！","","I'll take care of it!","","Leave it to me!"
"緊張する……","","I'm nervous: ......","","I'm nervous..."
"今までみたいに力を合わせていこう。
一緒に頑張ろうな！","","Let's join forces like we have been doing.
Let's work together!","","Let's work together like we always have.
Let's do our best together!"
"はい！　……ふふ。
なんだか懐かしいですね、こういうの","","Yes! ...... Heh.
I kind of miss this kind of thing.","","Yes! ...Heheh.
This kind of takes me back"
"プロデューサーが帰ってきたんだって、
実感します。それに……","","He said Producer is back,
I really feel it, and I'm sure you can find out more about it at ......","","I feel like the
producer's back. And..."
"今まで出会ったことのないような、新しい何かが
始まる……そんな予感を抱かせてくれます","","Something new, something you've never encountered before.
It begins ...... with such a feeling of foreboding!","","It makes me feel like something new is about
to happen, something I've never seen before."
"そうか……。千早にとって、
ルミナスはいい経験になりそうだな","","So ....... for Chihaya,
Luminous sounds like a great experience.","","I see. I'm sure Luminous will be a
good experience for you, Chihaya"
"困ったことがあれば、すぐに相談してほしい。
俺に任せてくれ！","","If you have any problems, we want you to talk to us right away.
I'll take care of it!","","If there's anything you need help with, I want you to talk to me right away.
Leave it to me!"
"相談するのは、あまり得意ではありませんが……。
分かりました。できるだけ話すようにします","","I'm not very good at consulting. ......
Okay, I'll try to tell you as much as I can.","","I'm not very good at consulting people, but...
Understood. I'll try to speak as much as I can."
"誰かに相談をすることの大切さを教えてくれたのは、
プロデューサーですから。頼りにしています","","What taught me the importance of asking someone for advice,
I'm a producer, and I'm counting on you.","","Producer taught me the importance of
consulting someone. I'm counting on you."
"事務所横断のプロデューサーに選ばれるなんて、
よくよく考えると緊張するな……","","I can't believe I was chosen to be a producer across the office,
I'm nervous when I think about it: ......","","Thinking about it, I'm nervous about being
chosen as Producer across the office..."
