"（玲音のシークレットライブの手伝いを
することになったのだが……）","","(Help with Leon's secret live performance.
(......)","","(I was supposed to help out with
Leon's secret concert, but...)",""
"……すごい熱気だな。まだ始まってないのに、
舞台裏にまでファンの高まりが伝わってくる","","...... is so hot...and it hasn't even started yet,
Even backstage you can feel the excitement of the fans.","","...It's really hot. Even though it hasn't started yet, I can
feel the fans coming in from behind-the- scenes as well...",""
"ふふっ。すごいだろう？
みんな……アタシのことを本気で想ってくれている","","Isn't it great?
Everyone at ...... really cares about me!","","Heheh. Isn't it amazing?
Everyone... really cares about me.",""
"だから、アタシも彼らに……。
本気で応えなくちゃいけない！","","So, I'm going to give them an ata... .......
We have to respond seriously!","","That's why I want them to...
I have to answer seriously!",""
"さて……プロデューサー。キミはアタシの中に、
伸ばすべきものがあると言ってくれていたね？","","Now ...... producer, you're inside me,
You told me I had something to stretch, didn't you?","","Now then, producer. You said that there was something
I needed to stretch out inside of me?",""
"キミの手で、引き出してくれる？","","Can you pull it out with your hands?","","Can you pull it out with your hands?",""
"……わかった。今回のライブだけど、
玲音はリズム感もバッチリだから……","","...... Okay, this time it's live,
Leon has a perfect sense of rhythm. ......","","...Okay. Leon's got a good sense
of rhythm for this concert, so...",""
"ラップに挑戦","","Try rapping","","Lap Challenge",""
"俳句に挑戦","","Haiku Challenge","","Haiku Challenge",""
"ラップに挑戦してみよう！
それなら持ち前のリズム感が、プラスに働くだろ？","","Let's try wrapping!
Then, my sense of rhythm would be a plus, wouldn't it?","","Let's try rapping!
That's why your natural rhythm works so well, right?",""
"玲音の雰囲気にも合って、絶対かっこいいと思うぞ！","","I think it's definitely cool, fits Leon's vibe!","","I'm sure it would go well with Leon and be cool!",""
"アイドルでラップか……。
あまり試したことはなかったかな","","Rap at Idol or .......
I guess I never really tried much.","","An idol rapping...
Haven't really tried.",""
"フフッ、面白そうじゃないか！
それで決まりだ！","","Huh, sounds interesting, doesn't it?
That settles it!","","Hehe, that sounds interesting!
That settles it!",""
"ファンのみんなが、どんな反応を見せてくれるか……
今からワクワクしてきたよ！","","See what kind of reactions all the fans will have: ......
I'm getting excited now!","","I wonder how the fans will react...
I'm starting to get excited!",""
"ありがとう、プロデューサー！
さあ、ギアを上げていくよ！","","Thanks, producer!
Come on, I'm going to step it up a gear!","","Thanks, producer!
All right, let's get this gear up!",""
"気に入ってくれてよかった。
ライブ、応援しているぞ！","","I'm glad you liked it.
Live, I'm rooting for you!","","I'm glad she likes it.
I'll be cheering you on at the concert!",""
"（会場が凄まじい熱気に包まれている。
ラップに挑戦したのは大正解だったようだ！）","","(The venue is filled with tremendous enthusiasm.
(Looks like my attempt at rap was a great decision!)","","(The hall was enveloped in an incredible heat.
Looks like I was right to try rapping!)",""
"俳句に挑戦しよう。言葉のリズムが織りなす
侘び寂びを感じてほしい！","","Try your hand at haiku, where the rhythm of the words interweave
I want you to feel wabi-sabi!","","Let's try composing a haiku. I want
you to feel the rhythm of my words!",""
"……俳句だって？
なるほど……それは意外な発想だね","","...... Haiku, you say?
I see. ...... That's an unexpected idea.","","...A haiku?
I see... That's an unexpected idea.",""
"でも、キミのアイディアだから、
試してみることにしよう！","","But it was your idea,
Let's give it a try!","","But this is your idea,
so let's give it a try!",""
"……よし、行ってこようかな。
このライブ……ばっちりキメてみせるよ！","","...... Okay, I think I'll go there.
I'm going to make this live ...... look perfect!","","...Okay, I'm off.
This concert... I'm going to make sure it goes well!",""
"ああ、期待しているぞ！
張り切って、行ってこい！","","
Stick to it and go!","","Yeah, I'm looking forward to it!
Go get 'em!",""
"（俳句に挑戦したのはいいが……。
イマイチ会場がノリ切れていないようだった……）","","(I tried my hand at haiku, but .......
(The venue didn't seem to be in the groove, imho. ......)","","(It's good that I tried to compose haiku, but...
It looks like the venue isn't quite full of energy yet...)",""
"（今回の仕事は成功だ！）","","(This job was a success!)","","(This job was a success!)",""
"（今回の仕事は失敗だ。次こそは！）","","（This job was a mistake...next time!)","","(This job didn't go well,
Let's try again next time!)",""
"（玲音から買い物に付き合ってほしいと言われ、
繁華街にやって来た）","","(Leon asked me to accompany her shopping,
(We've come downtown.)","","(Leon asked me to come shopping
with him, so I came downtown.)",""
"やあ、急に呼び出して悪かったね。
時間は大丈夫だったかな？","","Hey, sorry to call you out on such short notice.
I hope the time was all right.","","Hey, sorry for calling you out so suddenly.
Were you able to make it in time?",""
"ああ、ちょうど予定が空いていたからな。
今日は何を買いに来たんだ？","","Yeah, I just had an open schedule.
What are you here to buy today?","","Yeah, I had some free time.
What are you here to buy today?",""
"ギターの弦だよ。ストックが無くなってしまってね。
うん？　あれは……","","Guitar strings, we ran out of stock.
Yeah? That's ......","","It's a guitar string. I ran out of stock, you see...
Hm? That's...",""
"（何かいい物を見つけたみたいだ。
いったい、なんだろう？）","","(I think I found something good.
(What in the world is that?)","","(Looks like she found something good.
What could it be?)",""
"ギター","","guitar","","Guitar",""
"ＣＤ","","CD","","CD",""
"ヘッドホン","","headphone","","Headphone",""
"ギターでもあったのか？","","Did you have a guitar?","","You got a guitar or something?",""
"うん。あのメーカーのギターが好きなんだ。
あまり見かけないけど、かっこいいよね♪","","Yeah, I like that maker's guitars.
You don't see them very often, but they're cool. Â","","Yeah, I like that manufacturer's guitar.
I haven't seen him around much, but he looks cool.♪",""
"ＣＤでもあったのか？","","Was it on a CD?","","You got a CD, too?",""
"いや、好きなメーカーのギターがあったんだ。
けど、音楽市場をチェックするのも悪くないね","","No, I found a guitar from a maker I liked.
Not a bad idea to check out the music market though.","","No, it's just that I have a favorite maker of guitar.
But it's not a bad idea to check out the music market.",""
"ヘッドホンでもあったのか？","","Did you have headphones?","","Did you have headphones?",""
"ヘッドホンは間に合っているかな。
好きなメーカーのギターがあったんだ","","I hope the headphones are in time.
They had guitars from my favorite maker.","","I wonder if my headphones are still in time.
I had a favorite maker of guitar.",""
"もうちょっと見たいけど、まずはギターの弦かな。
確かこっちに……あっ、あった","","I'd like to see a few more, but first I guess guitar strings.
I'm pretty sure I found it over here: ...... Oh, there it is!","","I'd like to see a little more, but first is the guitar string.
I'm pretty sure it was over here... Ah, there they are.",""
"この弦、売ってるお店があんまりないんだ。
同じギターでも、弦が違うと音色も変わるんだよ","","There aren't many stores that sell these strings.
Same guitar, different strings, different tones.","","There aren't many shops that sell these strings.
Even if it's the same guitar, its tone changes with a different string.",""
"（その後も、玲音は楽しそうにギターについて
語ってくれた。本当に好きなんだな……）","","(Afterwards, Leon continued to happily talk about the guitar.
(He told me...you really like it. ......)","","(After that, Leon happily talked about
the guitar. He really did like it...)",""
"さて、時間があるうちに買い出しを済ませるか。
音無さんに頼まれていたものは……","","Now, let's get some shopping done while we still have time.
Otonashi asked me to send you a copy: ......","","Well, I guess we should finish shopping while there's still time.
What Otonashi-san asked for...",""
"ん？　あの人だかりは……玲音がファンの人に
囲まれているのか？　助けたほうがよさそうだな","","Hm? That crowd is ...... Leon to the fans.
Are you surrounded? I'd better help you.","","Hm? Is that crowd... surrounded by fans
of Leon's, maybe we should save them.",""
"助かったよ、ありがとう。サインに応じていたら、
人が集まりすぎてしまってね","","Thanks for the help, I would have accepted your autograph,
We got too many people here.","","You were a big help. Thank you so much, I was just signing up for an autograph
when too many people came over to see me in one go and said 'thanks!'",""
"たまたま通りかかって良かったよ。
玲音は、これから仕事か？","","I'm glad I happened to be passing by.
Leon, are you going to work now?","","I'm glad we happened to be passing by.
Leon, are you going to work now?",""
"うん。少し時間はあるけど、この後もしばらく仕事。
だから、何か食べておこうと思って店を探してたんだ","","Yes, I have a little time, but I'll be working for a while after this.
So I was looking for a place to get something to eat.","","Yeah. I have some time, but after this it'll be a while until work starts too...
That's why I was looking for a place to eat.",""
"お腹にたまって色々食べられるものがいいんだけど、
キミは何がいいと思う？","","I'd like something that I can eat a variety of foods in my stomach,
What do you think?","","I'd like to eat a lot of different things,
but what do you think would be good?",""
"そうだな、俺のおすすめになるけど……","","Yes, that would be my recommendation. ......","","Well, I'd recommend it...",""
"お寿司","","sushi","","Sushi",""
"丼もの","","bowl of rice with food on top","","Donmono (rice bowl)",""
"ケーキ","","cake","","Cake",""
"寿司はどうだ？
いい店がこの先にあるんだ","","How about sushi?
There's a nice restaurant down the street.","","How about sushi?
There's a good place up ahead.",""
"なるほど……いろんな種類のネタが食べられるし
イイね。アタシ、お寿司は好きなんだ！","","I see. ...... I can eat all kinds of stuff.
That's good, I like sushi!","","I see... You can eat a lot of different kinds.
That's great! Sushi is my favorite food, after all!!",""
"がっつりいくなら、丼もので決まりだな！","","If you want to go all out, you can't go wrong with a bowl of rice!","","If we're going to go all out, it should be rice bowls!",""
"お腹にたまるのは良さそうだね。でも、色々と
食べたいから……今日はお寿司にしようかな","","Sounds good to be hungry, but there's a lot going on.
I'd like to eat ...... so I think I'll have sushi today.","","It looks like it'll fit in your stomach. But I want to eat a
lot of different things... Maybe we should have sushi today?",""
"ケーキはどうだ？　確かこの辺りにバイキングが
あったはずだ","","How about some cake? There's a buffet around here, if I'm not mistaken.
There must have been.","","How about some cake? I think there's
a buffet around here somewhere.",""
"色々な種類はあるけど、それだと食事にならないよ。
今日はお寿司にしようかな","","There are all kinds, but that doesn't make it a meal.
I think I'll have sushi today.","","There are a lot of different kinds, but that won't be enough to eat.
I think i'll have sushi today.",""
"ねえ、この後時間ある？　ここで会ったのも
何かの縁だし、一緒に食べに行かない？","","Hey, do you have time after this? I met you here.
What's the occasion? Won't you join us for a bite to eat?","","Hey, do you have some time after this? We met here by
chance. Why don't we go out and eat somewhere together?",""
"ああ、玲音と食事できるのはありがたいよ。
色々と聞いてみたい話もあるからな","","Yeah, I'm grateful to have dinner with Leon.
There's a lot of stories I'd like to hear.","","Yeah, I'm grateful for the chance to eat with you.
There's a lot I want to ask you.",""
"それじゃあ、行こうか","","Well then, let's go.","","All right, let's go.",""
"（前の仕事が押して、待ち合わせに遅れてしまった。
ええと、玲音は……いた！）","","(I was late for the meeting because I was pushed to work before.
(Uh, Leon was at ......!)","","(My previous job pushed me to be late for the meeting.
Um, Leon was... there!)",""
