"（仕事終わりに、美希とカフェに来ている……）","","(After work, Miki and I are at a cafe ......)","","(I came to the cafe with Miki after work...)"
"ん？　どうした、美希。
俺のことをじーっと見たりして……","","Hm? What's wrong, Miki?
They stare at me and stuff. ......","","Hm? What's wrong, Miki.
She's staring at me..."
"なんだかハニーが変わった気がして、
どこが変わったのかなって、探してたの☆","","I felt like honey had changed somehow,
I was looking for something different.","","I felt like my honey had changed, and
was looking for something different.☆"
"そうか？　自覚はないが……海外研修の成果かな？
それとも、この数か月で顔つきが変わったとか……","","Really? I'm not aware of it, but I'm not sure if it's the result of ...... overseas training.
Or maybe your face has changed in the last few months. ......","","Is that so? I'm not aware of it, but... is this the result from your overseas training or something.
Or maybe her face has changed over the past few months..."
"……そういえば、ハニー。
海外に行ってる間、浮気とかしなかった？","","...... Oh, by the way, honey.
Did you have any affairs while you were abroad?","","......come to think of it, honey.
Did you cheat on me while I was overseas?"
"う、浮気って。また誤解が生じそうなことを……。
俺は海外研修に行っていたんだから……","","Ugh, cheating...another misleading thing .......
I was on an overseas training program. ......","","C-Cheating? I can't believe another misunderstanding is about to arise...
I went to train abroad, after all..."
"そんなことはないぞ","","That's not true.","","That's not gonna happen."
"そんなことない……
かも","","That's not true: ......
may","","That's not true...
Maybe."
"そんなことは
あったぞ","","I don't think so.
There it is.","","That's what
happened."
"そんなことはないぞ。あるわけない","","That's not true.","","That's not true. Of course it is!"
"あはっ☆　ホント？　ハニーがハッキリ
言ってくれて、ミキ、とってもうれしい♪","","Really? Honey is very clear.
I'm so glad you said that, Miki.","","Ohmigosh! ☆ Really? I'm so happy that
you said it out loud, honey.♪"
"そんなことはない……かも。
んー、いや、あれはどうなんだろう……","","That's not true. ...... might be.
Hmmm, no, I don't know about that one: ......","","That's not true... Maybe.
Hmm, I don't know about that..."
"むー、なにぶつぶつ言ってるの～？
あやしい、ミキに何か隠してるってカンジ！","","Moo, what are you mumbling~?
I have a feeling that he is hiding something from Miki!","","Hmm, what are you mumbling about?
It looks like he's hiding something from Miki!"
"そんなことはあったぞ。
大人だからな、多少は、な","","I've had that happen.
I'm an adult. Somewhat.","","That's what happened.
I'm an adult, after all."
"そ、そんな……ひどいの。
み、ミキ……待ってたのに……うっ、くすん……","","That's so ...... awful.
Mi, Miki ...... I was waiting for you ...... ugh, dusk ......","","N-No way... That's terrible.
M-Miki... I've been waiting for you to come back. *sniffle*"
"お、おい、泣くなよ、美希！
冗談だって。少しからかっただけだ！","","Oh, hey, don't cry, Miki!
I was just teasing you!","","H-hey, don't cry Miki!
Just kidding. I was just teasing you!"
"そもそも、みんなが待ってたんだから、
浮気とかするわけないだろ？","","In the first place, everyone was waiting for it,
How could I cheat on her or anything?","","Besides, everyone was waiting for me. There's no way
I would have cheated on you in the first place!"
"なーんだ！
やっぱりハニーはミキたちにゾッコンなの♪","","What the heck!
I knew it! Honey is crazy about Miki and the kids!","","What's that?!
I knew it. Honey is obsessed with miki and the others!♪"
"（確かにプロデューサーとして、俺はみんなに
ゾッコンではあるけど……まあ、いいか）","","(Sure, as a producer, I'm all for it.
(I know it's creepy, but ...... well, you know...)","","(It's true that as a producer, I am infatuated
with everyone... But whatever.)"
"（仕事終わりに、美希と公園にやってきた）","","(After work, Miki and I came to the park.)","","(After work, I came to the park with Miki.)"
"ところで、美希。
ルミナスの活動は順調か？","","By the way, Miki.
How is Luminous doing?","","By the way, Miki.
How's Luminous doing?"
"んー、とりあえずルミナス、面白いよ♪
なんか、すごい子いっぱいってカンジ？","","Hmmm...anyway, Luminous, it's fun...
What's it like to have so many great kids?","","Hmm, anyway Luminous is interesting.♪
Is it just me, or are there a lot of kids here?"
"そうか、美希がみんなのことを
すごいなって思うのは……","","Well, Miki is all over the place.
What I think is great is ......","","I see, the reason Miki thinks
everyone's amazing is..."
"みんながキラキラ
してるところ","","Everyone sparkles
The place where I'm doing it.","","The way they're
all glittering."
"スタイルが
いいところ","","Style.
good thing","","You have a
good figure."
"可愛いところ","","Cute place.","","The cute part."
"誰もがキラキラしてるよな、
アイドルとして","","Everyone is sparkling, right?
as an idol","","Everyone's sparkling,
as an idol."
"うん♪　みんなキラキラしてるから、
ミキもつられて頑張っちゃおうかなーって♪","","Yes...Â Everyone is so sparkly,
Miki was thinking that she might as well hang in there...","","Yup♪ Everyone's sparkling, so I thought
we should do our best too.♪"
"みんなスタイルがいいところか？","","Is that where they all have style?","","Is that where everyone's style is good?"
"そうかもしれないけど、ミキだって
スタイルバツグンってこと、忘れないでほしいな☆","","Maybe so, but even Miki.
Don't forget that she's got style!","","That may be true, but I hope Miki doesn't
forget that she has a lot of style.☆"
"あっ、みんなかわいいところか？","","Oh, you mean the part where everyone is cute?","","Oh, is everyone cute?"
"うーん。ルミナスに選ばれたアイドルだから、
みんなかわいくて当たり前だと思うな","","Hmmm...because I am an idol chosen by Luminous,
Don't take it for granted that everyone is cute.","","Hmm. I think it's only natural that everyone would be cute, since Luminous chose me as her idol and
all of us are the same kinda people who love each other a lot more than anyone else in this world"
"そうか……とにかく美希が問題なさそうで良かった。
これからもルミナスのみんなと、頑張ろうな","","Well ...... anyway, I'm glad Miki seems to be OK.
Let's keep up the good work with everyone at Luminous.","","I see... Anyway, it's good that Miki seems to be okay.
Let's keep up the good work with Luminous."
"うん。ミキ、のんびりするつもりだったけど
ちょっとだけ、やる気出しちゃうかも","","Yeah, Miki, I was going to take it easy.
Maybe I'll get a little motivated.","","Yeah. Miki was planning on taking it easy, but I think she'll
get a little more fired up about this than usual..."
"頼むぞ、美希。
応援するからな","","Please, Miki.
I'll back you up.","","I'm counting on you, Miki.
I'm rooting for you."
"あはっ☆　それじゃ、ミキが一番頑張ったら、
ハニーからご褒美、ちょうだいね♪","","Haha☆ Then, if Miki does her best,
Give me a treat from honey...","","Aha☆ Well then, if Miki tries her
hardest I'll get a reward from Honey.♪"
"（美希とフィットネスジムにやってきた）","","(I came to the fitness gym with Miki)","","(I came to the fitness gym with Miki.)"
"なんだかよくわからない道具が
いっぱい置いてあるの","","I'm not sure what the tool is.
I have a lot of them.","","There are a lot of tools
here that I don't understand."
"鍛えたい筋肉の部分ごとに、
それぞれのマシンが用意されているみたいだな","","For each part of the muscle you want to train,
Sounds like you have a machine for each of them.","","It looks like each muscle is
equipped with its own machine."
"ふーん、そうなんだ……。
ねぇ、ハニー。ミキはどこを鍛えればいいのかな？","","Hmmm, I see. ......
Hey honey, where do you think Miki should work out?","","Hmm, I see...
Hey, honey. Where should Miki train?"
"美希が鍛えるところか……。
あえて挙げるとすれば……","","Is this where Miki works out? .......
Dare I mention ......","","Is this where Miki trains me...?
If I had to name one..."
"体幹","","soma","","Taikan"
"胸筋","","pectoral (muscle)","","Chest muscles"
"足","","leg","","Ashi"
"どこの筋肉というより、体幹かな。
全体的なバランス感覚を鍛えるのが良さそうだ","","I'm not sure which muscles, but the core.
Seems like a good overall balancing act.","","It's not so much about muscles as it is the trunk of my body.
I think it's good to train your overall sense of balance."
"あっ、ダンスのトレーナーさんにも同じことを
言われたの。よ～し、体幹を思いっきり鍛えるね！","","Oh, and the same for the dance trainer.
I was told, ""Okay, I'm going to work on my core as hard as I can!","","Oh, the dance trainer said something like that to me too. All right! I'm gonna train my muscles as
hard as possible for a bit longer while we wait until you get back from your training session..."
"うーん、胸……を鍛えてみるか？
胸筋とか","","Hmmm...maybe I should work on my chest ......?
Like the pectoral muscles.","","Hmm, maybe I should train my breasts?
Like pectoral muscles."
"ミキは胸、もうじゅうぶんおっきい気がするけど……
でもハニーが言うなら、もっと鍛えてみようかな？","","Miki's breasts, I think they're big enough already. ......
But if honey says I should work out more?","","I feel like Miki's chest is already big enough, but...
But if Honey says so, maybe I should train some more?"
"足を鍛えるといいんじゃないか？","","Maybe you should work on your legs.","","Why don't you train your legs?"
"え～？　ミキ、走るのは疲れるから、ヤ！
頑張るなら、もっと他の面白いヤツがいいの","","Miki, running is tiring, so yah!
If you're going to go for it, I'd rather go for something else more interesting.","","Whaaat? Miki, running is tiring. No!
If I'm going to work hard, maybe something more interesting."
"まあ、どこを鍛えるにしても、今後の活動を考えて、
無理なトレーニングはしないようにな","","Well, wherever you train, think about future activities,
Just don't overdo the training.","","Well, no matter where you're going to train yourself for the next few days.
Just make sure that your training is not too much trouble from now on as well"
"あはっ☆　ミキが疲れて動けなくなったら、
ハニーがおんぶして連れて帰ってほしいの♪","","Haha☆ If Miki is too tired to move,
I want Honey to give me a piggyback ride and take me home.","","Aha☆ If Miki gets tired and can't
move, I want you to carry her home.♪"
"はぁ……そうならないようにな！","","Hah ...... don't let that happen!","","*sigh* Try not to let that happen!"
"もぐもぐ……♪
う～ん、サイコーにおいしいの☆","","Mogu Mogu ......♪
It's so delicious!","","*munch*...♪
Mmm, it's the best.☆"
"ん？　何を食べてるんだ、美希","","What are you eating, Miki?","","Hm? What are you eating, Miki."
"おにぎりだよ☆　差し入れでいっぱいもらったから、
ハニーも好きなのを選んで食べていいよ♪","","It's onigiri☆ I got a lot of them as gifts,
And honey, you can pick and choose what you want to eat... ♪","","It's onigiri☆ I got a lot of food, so
you can choose whichever one to eat.♪"
"それじゃ、遠慮なく……。
うん、うまいな","","Then feel free to visit .......
Yeah, it's good.","","Well then, I won't hold back...
Yeah, it's good."
"あはっ☆　どれもおいしいおにぎりなの。
でも、おにぎりに一番大切なことってなんだろうね？","","Haha☆ They are all delicious rice balls.
But what's the most important thing about rice balls?","","Aha☆ They're all delicious onigiri.
But what's the most important thing for onigiri?"
