"あ、ハニー！　お疲れさまなの♪","","Oh, honey!","","Ah, honey! Good work today♪"
"美希、お疲れ様。
プロジェクトルミナスのみんなとは良くやってるか？","","Miki, thanks for your help.
How are you getting along with everyone at Project Luminous?","","Miki, good work.
How are things with everyone at Project Luminous?"
"ミキ的にはいい感じって思うな。
みんなイイ子ばっかりだし♪　毎日、楽しいよ！","","Don't think it looks good from a Miki point of view.
Everyone is so nice... Everyday is fun!","","Miki thinks it's a good feeling.
They're all good girls♪ Every day is fun!"
"仲が良さそうで何よりだ。それで、ルミナスの
アイドル活動自体はどうなんだ？","","I'm glad you guys seem to be getting along so well, and I'm glad to hear that Luminous's
What about the idol activity itself?","","I'm glad you two seem to be getting along.
So, how's Luminous' idol activities going?"
"それなら、バッチリなの♪","","Then it's perfect.","","That's perfect, then♪"
"みんな、歌もダンスも上手だし、
センスがある子も多いから、問題ないって思うな","","They all sing and dance well,
Many kids have good taste, so don't think it's a problem.","","Everyone's good at singing and dancing, and many of them
have good taste, so I don't think it's a problem."
"なるほど。美希がそう言ってくれるなら、
俺も安心できるよ","","I see, if Miki says so,
I can rest easy too.","","I see. If you say so,
Miki, then I can rest easy."
"あとは美希のアイドルとしてのポテンシャルで、
みんなを引っ張ってやってくれ","","The rest is Miki's potential as an idol,
Pull them all together.","","All that's left is to use Miki's potential
as an idol to pull everyone along."
"ポテンシャル？
ミキがみんなを引っ張っていくの？","","Potential?
Miki is leading everyone?","","Potential?
Miki's going to pull everyone?"
"ああ。美希に憧れを抱いている子も多いと思う。
だから、美希がいると心強いんだ","","Yeah, I think a lot of kids have a crush on Miki.
That's why it's reassuring to have Miki around.","","Yeah. I think there are a lot of girls who look up to Miki.
That's why it's reassuring to have Miki around."
"そうなんだね。
それで、なにをすればいいのかな？","","I see.
So, what do I do?","","That's right, isn't it?
So, what should I do?"
"そうだな。
美希にお願いしたいのは……","","Yes.
I would like to ask Miki to ......","","That's right.
What I want to ask of Miki......"
"ありのままでいる","","be on one's best behavior","","I'll just be myself."
"息抜きを教える","","Teach them to let off steam.","","I'll teach you to take a breather."
"レッスンをする","","Lesson.","","I'll give you a lesson."
"ありのままの美希でいてくれ。
それだけで、みんなの励みになるからな","","Be Miki as you are.
That's all the encouragement we need from all of you.","","Please be yourself, Miki.
That's enough encouragement for everyone."
"えっと、今のままのミキでいいってこと？","","Um, you mean you want Miki as it is now?","","Um, you're saying Miki's fine the way she is now?"
"そうだな。アイドルの美希の能力は、
みんな知っている。それに美希の性格もな","","Yes, the idol Miki's abilities are,
Everyone knows that, plus Miki's personality.","","That's right. Everyone knows about the
idol Miki's ability. And Miki's personality."
"性格も……って、あはっ☆
ハニー、褒めてくれてありがとうなの♪","","His personality is also ......, haha☆.
Honey, thank you so much for the compliment.Â","","And my personality......wait, aha☆
Honey, thank you for complimenting me♪"
