"（気分転換に屋上にやって来た……）","","(I came to the rooftop for a change of pace: ......)","","(I came to the roof for a change of pace...)"
"プロデューサーさま……
お疲れ様で……ございます……","","Dear Producer: ......
Thank you for your hard work ......","","Producer-sama...
Thank you... for your hard work."
"お疲れ様、凛世。
……そうだ。凛世に聞いてみたいことがあったんだ","","Good job, Rinyo.
...... yes, I had a question I wanted to ask Rinyo.","","Good work, Rinze.
...That's right. There was something I wanted to ask you, Rinze..."
"どうして、俺のことを『さま』ってつけるんだ？
そんなにかしこまらなくてもいいんだぞ","","Why do you call me 'sir'?
You don't have to be so formal.","","Why do you call me 『Sama.』?
You don't have to be so formal."
"……
それでは……どのように……","","……
Let's see how ...... ......","","......
Then...how did you do it?"
"そうだな、例えば……","","Yes, for example: ......","","Right, it's like..."
"プロデューサーさん","","Mr. Producer","","Hey, producer."
"プロデューサー殿","","Sir Producer","","Mr. Producer."
"プロデューサー","","Producer","","Producer"
"もっと気軽に、プロデューサーさんなんてどうだ？","","How about a more casual, how about a producer?","","Why don't you try being a more casual producer?"
"お心遣い……
ありがとうございます……","","Your consideration: ......
Thank you ......","","You're so considerate...
Thank you very much..."
"プロデューサー殿、なんてどうだ？","","How about you, Mr. Producer?","","How about it, Mr. Producer?"
"殿……
でしょうか……","","Mister: ......
Is it: ......","","My lord...
Is that so...?"
"いっそプロデューサーって、
なにも付けずに呼び捨てなんてどうだ？","","I'd rather be a producer,
How about just calling him by his first name?","","Why don't you just drop the
honorific and call me a producer?"
"そのような呼び方は……","","You can call it as such at ......","","You don't have to call me that..."
"申し訳ございません……
凛世は……","","Sorry ......
Rinze can be found at ......","","I'm very sorry...
As for Rinze..."
"そうか。変なこと言ってごめんな。
それじゃ凛世の好きなように呼んでくれ","","Okay, sorry for being weird.
Then you can call me whatever you like, Rinse.","","I see. Sorry for saying weird things like that...
Then call me whatever you like, Rinze."
"はい……
そのように……","","
As such ......","","Yes 
That's how it is, I suppose..."""""
"（仕事の帰り道、本屋に立ち寄った……）","","(On my way home from work, I stopped at a bookstore: ......)","","(I stopped by the bookstore on my way home from work...)"
