"（田中琴葉さんと、今後の活動について話を
するため、来てもらうことにした）","","(Talking with Kotoha Tanaka about her future activities.
(We decided to ask him to come over to do it.)","",""
"今日は来てくれてありがとう。さっそくだけど、
田中さんにはルミナスのサポートをお願いしたい","","Thanks for coming in today, and I'll get right to it,
I would like to ask Mr. Tanaka to support Luminous.","",""
"田中さんが手伝ってくれることで、
お互い刺激し、成長することができると思う","","With the help of Mr. Tanaka,
I think we can inspire each other and grow.","",""
"だから、ルミナスの活動……レッスンやステージで
ぜひ力を貸してほしいんだ","","So, Luminous activities ...... lessons and on stage.
We could really use your help.","",""
"はい、よろしくお願いします。
……ですが、プロデューサー？","","Yes, please.
......, but Producer?","",""
"ん……？　どうした？","","Hmm ......? What's up?","",""
"あの……、私のことも、下の名前で
呼んでもらってもいいですか？","","That ......, and me, under my first name.
May I ask you to call them?","",""
"未来たちのことは、名前で呼んでいますよね？
そのせいか……なんだか落ち着かなくって","","You call the Futures by name, don't you?
Maybe that's why I'm ...... kind of restless.","",""
"ああ、そういうことだったか。
それなら……","","Oh, that's what I meant.
Then ......","",""
"琴葉","","koto leaf","",""
"琴葉ちゃん","","Kotoha.","",""
"琴葉っち","","father","",""
"琴葉って呼ばせてもらうよ","","I'll call you Kotoha.","",""
"ありがとうございます。
やっぱり下の名前で呼ばれた方が、しっくりしますね","","Thank you very much.
I think it is more comfortable to be called by my first name.","",""
"それに、親しみが感じられて嬉しいです♪","","And I'm glad you feel familiar... ♪","",""
"そうだな。
俺も、みんなと同じ呼び方にしたらしっくりきたよ","","Yes.
I called it the same as everyone else, and it felt right.","",""
"改めて……。
これからよろしくな、琴葉！","","Once again, please visit .......
Nice to meet you from now on, Kotoha!","",""
"えーと……琴葉ちゃん","","Let's see: ...... Kotoha","",""
"あ、ありがとうございます。確かに下の名前で
呼んでくれましたけど……『ちゃん』づけですか","","Oh, thank you, indeed, by your first name.
You called me, but did you ...... 'chan' me?","",""
"親しみは感じますが、未来たちは呼び捨てなのに、
私だけちゃんづけというのは……","","I feel familiar with them, but I'm not calling them the future guys,
I'm the only one who is chan-chan: ......","",""
"すまない。いきなり呼び捨てっていうのも、
ちょっと抵抗感があったんだ","","I'm sorry, I didn't mean to call you that out of the blue,
I was kind of resistant.","",""
"それじゃあ、改めて……。
これからよろしくな、琴葉！","","Well then, I'd like to reiterate .......
Nice to meet you from now on, Kotoha!","",""
"琴葉っち、でいいかな","","Kotohacchi, if you don't mind.","",""
"琴葉っち……？　あの、私はルミナスのみんなと
同じように呼んでもらいたいだけで……","","Kotoha-chan ......? Um, I'm with everyone at Luminous.
I just want you to call me the same way: ......","",""
"私だけニックネームで呼ばれるのは、
なんだか、肩身が狭い思いです……","","I am the only one who is called by a nickname,
I feel kind of shrugged off. ......","",""
"ごめんごめん。ほんの冗談のつもりだったんだ。
これからは、琴葉と呼ばせてもらうよ","","Sorry, sorry, it was just a joke.
From now on, I'll call you Kotoha.","",""
"えー、コホン……。
改めて、これからよろしくな、琴葉！","","Er, cohon. .......
Once again, best wishes from now on, Kotoha!","",""
"あ、はいっ！　ルミナスは事務所の枠を超えた、
一大プロジェクトです","","Ah, yes! Luminous has gone beyond the boundaries of the office,
It's a big project.","",""
"ルミナスのサポート、
しっかりと務めたいと思います！","","Luminous support,
I would like to serve well!","",""
"私にできることがあれば精一杯協力するので、
なんでも言ってくださいね","","If there is anything I can do, I will do my best to help,
Please tell me anything.","",""
"そう言ってもらえると、心強いな。
琴葉にお願いして良かったよ","","That's reassuring to hear you say that.
I'm glad I asked Kotoba to help me.","",""
"とんでもありません！
こちらこそ、ありがとうございます！","","No way!
Thank you, too!","",""
"声をかけていただいたからには、
最後まで私に託された仕事を、こなしてみせます","","Since you asked me to speak to you,
I will complete the work entrusted to me until the very end.","",""
"さっそくですが、今後のスケジュールについて、
教えてもらっていいですか？","","Quickly, let's talk about the upcoming schedule,
Can I ask you to tell me about it?","",""
"それとみんなの得意分野を教えてください。
使えそうな資料をまとめておきたいので","","And what is everyone's specialty?
I'd like to put together a list of materials that we could use.","",""
"あとは……あ、肝心なことを忘れていました！
みんなの過去のライブ映像を確認して……","","The rest can be found at ...... Oh, I forgot the most important thing!
Check out everyone's past live videos at ......","",""
"（やる気があるのはいいことだが、
気負いすぎているように見えるな……）","","(It's good that you're willing to do it,
You seem over-enthusiastic (......).","",""
"琴葉、色々と考えてくれるのはありがたいが、
少し肩の力を抜いたらどうだ？","","Kotoha, I appreciate all the thought you put into this,
Why don't you relax your shoulders a little?","",""
"あ……。すみません、
つい気合いが入っちゃって……","","Oh ....... Sorry,
I'm just so excited about it. ......","",""
"でも、せっかく選ばれたからには、
少しでもみんなの力になりたいんです！","","But now that I've been selected,
I want to help everyone in any way I can!","",""
"琴葉、ありがとう……","","Kotoha, thank you ......","",""
"俺は、ルミナスのサポートを通じて、琴葉が
アイドルとして成長してもらいたいと思っている","","I, Kotoha, through the support of Luminous
I want them to grow as idols.","",""
"他のアイドルの活動を間近で見ることは、
琴葉の成長に繋がるはずだ","","To see other idols in action up close,
It should help Kotoba grow.","",""
"私の、成長……","","My, growing ......","",""
"ああ。俺もプロデューサーとして、琴葉のアイドル
活動の手助けをしていく。だから、よろしくな","","Yeah, I'm a producer too, Kotoha's idol.
I'll help you with your activities, so keep in touch.","",""
"プロデューサー……。
ありがとうございます","","Produced by .......
Thank you.","","A producer...
Thank you very much."
"でも、今はやりたいことよりも、
やらなければいけないことをやりたいんです","","But more than what I want to do now,
I want to do what I have to do.","",""
"だから、……まずはルミナスのサポートを
全力で挑ませてください。お願いします！","","So, ...... first, we need to support Luminous.
Let me give it my all, please!","",""
"……分かった。
そんな真っすぐなところが琴葉なんだな","","...... got it.
You're such a straight shooter, Kotoba.","",""
"ただ、無理だけはしないでくれ。それと、
なにかあったら俺に相談して欲しい。いいかな？","","Just don't overdo it,
I want you to talk to me if you need anything, okay?","",""
"はい！
ありがとうございます、プロデューサー！","","Yes!
Thank you, producer!","",""
"（これから先、ルミナスと一緒に活動する中で、
琴葉の糧になることも探していけるといいな……）","","(In working with Luminous in the future,
(I hope we can also find something to feed Kotoba: ......)","",""
"（今日は琴葉のレッスンだ。
今は……ボーカルのレッスン中みたいだな）","","(Today is Kotoha's lesson.
(Looks like I'm in the middle of ...... vocal lessons right now)","",""
"さすが田中さんね。
リズムも音程も安定しているわ！","","That's what I expected from Mr. Tanaka.
I'm very consistent in my rhythm and pitch!","",""
"ありがとうございます！　トレーナーさんが、
丁寧に指導してくださったおかげです","","Thank you! The trainer,
Thanks to your careful guidance.","",""
"ふふ、田中さんの飲み込みが早いからよ","","Hmmm, because Tanaka-san swallows so fast.","",""
"それじゃあ、発声練習はここまでね。
次は曲に合わせて歌ってみましょうか","","Well then, so much for vocal exercises.
Next time, let's sing along to a song.","",""
"はいっ、よろしくお願いします！","","Yes, thank you very much!","",""
"（もう少しかかりそうだな。
邪魔をしないように見学していよう……）","","(It's going to take a little longer.
(Let's keep the tour unobstructed. ......)","",""
"……うん、感情が込められていて、
とってもよかったわ！","","...... Yeah, it's very emotional,
It was very good!","",""
"今日はここまでにしましょう。
お疲れさま","","That's all for today.
many thanks","",""
"お疲れさまです。
ありがとうございました！","","Thanks for your time.
Thank you very much!","",""
"琴葉、お疲れ様","","Kotoha, thanks for your help.","",""
"あっ、プロデューサー！　見ていたんですか。
レッスン、どうでした？","","Oh, producer! You were watching.
How was your lesson?","",""
"全体的に悪くなかったと思うぞ。トレーナーさんも
言っていたが、感情が活き活きしているのが良かった","","Overall, I don't think you did too badly, trainer.
As I said, I liked the liveliness of the emotion.","",""
"わあ、本当ですか？
ありがとうございます♪","","Wow, really?
Thank you.Â","",""
"確か琴葉は学校では、
演劇部に所属しているんだよな？","","Kotoha is in school, as I recall,
You're in the drama club, right?","",""
"はい！　学校でお芝居の稽古をしたり、
舞台に立っていたので、感情の表現は得意なんです！","","Yes! I practice plays at school,
I was on stage, so I am good at expressing emotions!","",""
"でも、これで満足していたらダメですよね。
もっともっと上手くなれるように、頑張ります！","","But you can't be satisfied with this.
I will do my best to get better and better!","",""
"みんなのサポート役を、
しっかりと務められるように！","","A supportive role for everyone,
To be able to serve well!","",""
"（いい笑顔だ。琴葉は真面目にレッスンを
しているし、これからどんどん伸びていくだろう）","","(Nice smile, Kotoha is serious about her lesson)
(It is, and it will continue to grow.)","",""
"琴葉にはアイドルの素質があるな。すでに
アイドルにとって大切なことを習得していると思う","","Kotoha already has the makings of an idol.
I think you are learning what is important for an idol.","",""
"え？　アイドルとしての素質……ですか？
あの、プロデューサー。それってなんですか？","","What? Are you a good idol ......?
Um, producer, what is that?","",""
"ああ、それは……","","Oh, that's ......","",""
"楽しむこと","","Having fun","",""
"舞台度胸","","on-stage composure","",""
"女子力","","female's level of motivation","",""
"アイドルの活動を、思いっきり楽しむことだ","","Enjoy your idol's activities to the fullest.","",""
"なるほど……。ファンのみんなを楽しませるには、
まずは自分からってことですか","","I see. ....... How to entertain all your fans,
You mean you first?","",""
"あんまり意識したことはなかったですけど、
それが私のアイドルとしての素質、なんですね","","I was never really aware of it,
That's my quality as an idol, isn't it?","",""
"ああ、レッスン中の琴葉を見ていたら、楽しくて
仕方がないって気持ちがすごく伝わってきたよ","","Oh, I enjoyed watching Kotoba during the lesson.
I could really feel that you didn't have a choice.","",""
"は、はい……。面と向かって言われると、
なんだか照れちゃいますね……","","Ha, yes ....... When you say it to my face,
It's kind of embarrassing. ......","",""
"舞台度胸だ。緊張に負けてしまったら、
どんなステージだって本領を発揮できないからな","","It's stage courage, if you let your nerves get the better of you,
Any stage is out of its element.","",""
"確かに、そうかもしれませんね。
ステージに立つのが、楽しくて仕方ないですから","","Indeed, that may be true.
I enjoy being on stage because it's a lot of fun.","",""
"レッスンをしている時も同じで、新しいことを
できるようになるのが、楽しくて仕方ないんです！","","The same is true when I'm teaching a lesson, I'm trying to learn something new.
It's fun to be able to do it!","",""
"そうか。それが琴葉の素質なんだろうな","","Okay, I guess that's what Kotoha is predisposed to do.","",""
"女子力だな。女子力が高ければ、
性別を問わず、人を惹きつけることができる","","Girl power...if you have girl power,
Can attract people of all genders.","",""
"は、はあ……女子力、ですか。
あまりピンとはきませんが……","","Ha, ha ...... girl power, huh?
It doesn't really ring a bell, but ......","",""
"プロデューサーがそう言うなら、
女子力を磨いていこうと思います","","If Producer says so,
I'm going to polish my girl power.","",""
"でも、ルミナスのみんなが持っている才能と、
私のを比べたら……うん、レッスンを頑張らないと！","","But with the talent that everyone at Luminous has,
If you compare mine to ...... yeah, I need to work on my lessons!","",""
"プロデューサー。レッスンやお仕事の時に、
なにか気づいたことがあったら教えてくださいね！","","Producer. for lessons and work,
Please let me know if you notice anything!","",""
"ああ、そうするよ。琴葉の素質を伸ばせるよう、
アドバイスさせてもらうからな","","Yes, I will, so that I can develop Kotoha's qualities,
I'll give you some advice.","",""
"……ありがとうございます。
でも、プロデューサーはそう言ってくれますが……","","Thank you for .......
But Producer says so. ......","",""
"トップアイドルになるために足りないものが、
私にはあるんじゃないかなって……思うんです","","What is missing to become a top idol,
I think I have it. ......","",""
"だけどそれがなんなのか、
いくら考えても分からなくて……","","But what is it about it?
No matter how much I thought about it, I couldn't figure it out. ......","",""
"そうだな……自分の足りないものに気づいて、
それを補う。決して簡単なことではないと思うぞ","","Yes, ...... notice what you're missing,
Make up for it; it's never easy, I'm sure.","",""
"でも、琴葉にはルミナスのみんながいる。
きっと、琴葉の力になってくれるはずだ","","But Kotoha has everyone at Luminous.
I'm sure they will help Kotoha.","",""
"ルミナスのみんなが……。
……そうですね、私には心強い味方がいます","","Everyone in Luminous is at .......
......Yes, I have a confidant.","",""
"ああ、琴葉が思い描く自分になるためにも、
みんなとの活動は、きっと役に立つ","","Oh, to be who Kotoha envisions me to be,
Activities with everyone will be useful!","",""
"その中で、琴葉がやりたいことも見つかるといいな","","I hope Kotoba can find what she wants to do in the process.","",""
"はい、ありがとうございます！","","Yes, thank you!","","Yes, thank you very much!"
"私の任された役割を頑張りながら、
やりたいことを、見つけられたらと思います","","While doing my best in the role I have been entrusted with,
I hope to find what I want to do.","",""
"ああ、一緒に頑張っていこう","","Yeah, let's work together.","",""
"（ルミナスの次のライブが決まり、
演出について心白と美嘉、咲耶が話し合っている）","","(Luminous's next show is set,
(Shinbaku, Mika, and Sakuya are discussing the direction)","",""
"ライブが決まると、やっぱ気分アガるよね★
まずはステージの立ち位置を決めよっか","","When a live concert is scheduled, I feel excited, don't you think?
First, let's decide where we're going to stand on stage.","",""
"心白ちゃんがセンターだから……。
えーっと、ステージの広さからいって……","","Xinbai is the center. ......
Let's see, based on the size of the stage: ......","",""
"ガチャッ","","(with a) slamming noise (door, telephone receiver)","","*click*"
"お疲れさまです。……あれ？
心白ちゃんたち、来てたんだ","","Thanks for your time. ...... Huh?
Shinbaku, you guys were here.","",""
"あっ、琴葉ちゃん。
お疲れー★","","Oh, Kotoha.
Good work!","",""
"私と美嘉さん、咲耶さんの３人で開催する、
ライブの日程が決まったので、打ち合わせを","","It will be held by myself, Mika and Sakuya,
We've set a date for the concert, and we'll have a meeting.","",""
"あっ、ライブの打ち合わせ中だったんだね。
ごめんなさい、邪魔しちゃって","","Oh, you were in the middle of a meeting for a live concert.
I'm sorry, I didn't mean to interrupt.","",""
"琴葉はレッスンだったよな？
お疲れ様","","Kotoha was a lesson, right?
that's enough for today","",""
"は、はい。そうです！　お疲れさまです","","Yes, yes!","",""
"このステージから察するに、
センターの位置はここで決まりじゃないかな","","As you can guess from this stage,
I think this is where the center is supposed to be.","",""
"そうだね。サイドの咲耶ちゃんとアタシは……。
うーん、ちょっと悩むね","","Yes, Sakuya and Ata on the side are .......
Hmmm... I'm a little torn.","",""
"見取り図を見ると、
３人が並んでいるだけだと、違和感といいますか……","","The floor plan shows,
It's called discomfort when there are just three people in a row. ......","",""
"ああ、新しいフォーメーションを
試したくなるようなステージの形をしているね","","Ah, new formations.
You've got the shape of the stage that I'd like to try.","",""
"それ、アタシも思ってた。２階席や３階席からだと、
アタシたちの見え方も変わるんじゃない？","","That's what I thought too, from the second or third floor,
I think it will change the way we see ourselves.","",""
"そうだな。ライブ会場の詳細を聞いておくよ。
各階から見えるステージ写真も必要だな","","Yes, I'll ask for details on the live venue.
We'll need stage photos that can be seen from every floor.","",""
"ありがと★　返信が来たらすぐに教えてね！
次は……あっ、曲順を入れ替えようって話だ！","","Thanks★ Let me know as soon as you get a reply!
The next one is ...... Oh, I'm talking about switching the order of the songs!","",""
"…………","............","…………","","…………"
"……うん？　どうしたの、琴葉ちゃん。
そんな真剣な顔しちゃって","","...... Yeah? What's wrong, Kotoha?
You look so serious.","",""
"あっ、ギャルのアタシが本気で打ち合わせをしてて、
キャラと違くない……？　って思ってたり？","","Oh, I was having a real meeting with a gal at-home,
Do you think it's different from your character ......?","",""
"そ、そんなことないよ！
真面目かどうかに、ギャルは関係ないと思うし……","","That's not true!
I don't think gals have anything to do with whether you're serious or not, and ......","",""
