"こんなところにいたのかー！
プロデューサー、探したんだぞ！","","I didn't know you were in a place like this!
Producers, we've been looking for you!","","So this is where you were!
I've been looking for a producer!",""
"おっ、響。お疲れ様。
どうだ、プロジェクトルミナスは？","","Hey, Hibiki, good job.
What do you think, Project Luminous?","","Oh, Hibiki. Good work.
How's Project Luminous?",""
"そんなのカンペキに決まってるぞ！
なんたって自分がいるんだからね！","","That's just so campy, of course!
After all, I am there!","","That's perfect, of course!
I'm here for you, after all!",""
"それは心強いな。
響には期待しているぞ！","","That's reassuring.
I'm counting on Hibiki to get the job done!","","That's reassuring.
I'm counting on you, Hibiki!",""
"もちろんさー。自分に任せておけば……って！
そうじゃなくて！","","Of course - if you let yourself, you'll be able to ......!
No, it's not!","","Of course! Just leave it to me... Wait!
That's not what I mean!",""
"ん？　響、いったいどうしたんだ？","","Hm? What's going on, Hibiki?","","Hm? Hibiki, what's wrong?",""
"自分は世間話をしに来たんじゃなくて、
プロデューサーに言いたいことがあるんだ！","","I didn't come here to make small talk myself,
I have something to say to Producer!","","I'm not here to make small talk. I
have something to say to Producer!",""
"言いたいこと、ってなんだ？","","What do you mean, ""what you want to say""?","","What do you mean,  what do I want to say",""
"プロデューサーが研修に行ってる間、
自分も成長したんだぞ！","","While Producer is at training,
You've grown up, too!","","I've grown a lot while the
producer was away training!",""
"どんなお仕事やレッスンも、
カンペキにこなせるようになったし！","","Any work or lesson,
And I've been able to do it campy!","","I'm able to do any job
or lesson perfectly now!",""
"そうか。響のポテンシャルはすごいから、
俺がいない間に、大きく成長したんだろうな……","","I see...because Hibiki's potential is incredible,
I'm sure you've grown a lot while I was gone. ......","","I see. Hibiki has a lot of potential, so she
must have grown a lot while I was gone...",""
"成長した響と一緒に仕事ができるのを、
楽しみにしているぞ","","I'm looking forward to working with Hibiki as he grows,
Looking forward to it!","","I look forward to working with
you when you grow up, Hibiki.",""
"う～！　そうじゃなくてー！","","That's not what I meant!","","Ugh! That's not what I meant!",""
"なんでプロデューサーは、
そんなに余裕ぶってるんだー！","","Why is Producer,
I can't believe you're so relaxed!","","Why is Producer
acting so confident?!",""
"よ、余裕ぶっている……？
そんなつもりは全くないんだけど……","","Yo, are you playing spare time ......?
I don't mean to do that at all. ......","","H-He's acting calm...?
That wasn't my intention at all...",""
"じゃあ、なんでそんなに落ち着いてるんだ！？","","Then why are you so calm!","","Then how can you be so calm!?",""
"自分がすごくなってるのに、
プロデューサーは悔しくないのー？","","Even though I'm getting so much better,
Don't Producers regret it?","","Aren't you
frustrated with yourself?",""
