"（仕事帰り、ふと立ち止まった美嘉が
街頭の大きなモニターをじっと見つめる）","","(Mika was on her way home from work when she suddenly stopped.
(Stares at a large monitor on the street)","","(Mika suddenly stops and stares
at the big monitor on top of me.)"
"すごいなぁ……あのアイドルのステージ、やっぱり
大きいしキラッキラで、超人気って分かっちゃう","","It's amazing. ...... that idol stage, I knew it!
It's big and shiny, and you can tell it's very popular.","","Wow... That idol's stage is so big and sparkly,
it makes me realize how popular she really was."
"あれは……今人気のユニットだな。
さすが、華やかなステージだ","","That's ...... a very popular unit right now.
That's a glamorous stage indeed.","","That's...a popular unit right now.
That's a gorgeous stage you got there."
"うん、お客さんも盛り上がってて楽しそうじゃん？
あの会場にいる人、みーんな笑顔だし","","Yeah, the customers are excited and seem to be having fun, right?
Everyone in that hall is smiling.","","Yeah, the customers are having fun too.
Everyone in that room has a smile on their face."
"アタシもいつか……あんなステージに、
絶対立つからね！","","I hope to be on that stage someday too ......,
I'll definitely stand up!","","I'll definitely stand on
that stage someday, too!"
"美嘉ならすぐに立てるよ","","Mika will be up in no time.","","If it's mika, I can stand up right away."
"なにそれ～超軽く言うじゃん。
なんでそんなこと言い切れちゃうわけ？","","What's that - you say that super lightly.
How can you be so sure?","","What's that supposed to mean? You make it sound so easy.
How can you be so sure?"
"言い切れる理由か？　それは……","","The reason I can say that? It's because of ......","","Is there a reason you can say that? That's..."
"美嘉を信じてるから","","I believe in Mika.","","I believe in you, mika."
"俺がついてるから","","I'm right here with you.","","Because I'm here for you."
"根拠はない","","There is no basis for this.","","There's no evidence."
"美嘉にはそれだけの素質があるって信じてるからな","","I believe Mika has that much potential.","","Because I believe that you have the potential to do so."
"ふふっ。まあ、トーゼンだよね！
なんたってアタシはカリスマギャルなんだから★","","Hmmm...well, tozen, I guess!
After all, I am a charismatic gal.","","Ha ha! Well, I guess that's to be expected.
After all, I'm a charismatic gal!"
"それに……プロデューサーがアタシのこと、信じて
くれるなら、ちょっと張り切っちゃうじゃん？","","And ...... producer trusts me.
If you can give it to me, I'll be a little bit excited, won't I?","","Besides... If Producer
believes in me, I'll be a little excited."
"美嘉には俺がついてるからな！","","I'm here for Mika!","","I'm here for you, mika!"
"あはは、プロデューサー、熱血じゃん！
ここ、人通りも多いしちょーっと恥ずかしいかな","","Haha, producer, you're a hothead!
It's a bit embarrassing with all the pedestrians here.","","Haha, you're a hot-blooded producer!
There's a lot of people here, so it might be kinda embarrassing."
"……でも、ありがとね。
アタシもなんだかやれる気がしてきたよ★","","Thanks, too, at .......
I'm starting to feel like I can do it, too.","","...Thanks, though.
I'm starting to feel like we can do this, too! ★"
"いや、根拠はないけど……","","No, I don't have any evidence, but ......","","No, I don't have any proof..."
"も～……勢いで期待させるようなこと言わないの！","","Moo~...... don't say things that make me expect you to be vigorous!","","Geez... Don't say things that make me get my hopes up!"
"でもまあ、いつかは立つよ、あのステージ！
ううん、もっと大きなステージもね！","","But, well, I'll stand on that stage someday!
No, and a bigger stage!","","But I'm sure he will one day stand on that stage!
No, I'm talking about a bigger stage!"
"プロデューサーは、アタシたちを絶対に
大きいステージに連れてってくれるんでしょ？","","Producer will never let us
You're taking us to a bigger stage, right?","","Producer is going to take us
on a big stage for sure, right?"
"もちろん、そのつもりだよ","","Of course I intend to.","","Of course I'm going to do that."
"みんなが一生懸命レッスンしてるのを見てると、
必ず大きいステージに立たせてやりたいって思うんだ","","I see everyone working hard on their lessons,
I just want to make sure I get him on the big stage.","","When I see everyone giving their best lessons,
it makes me want to put them on a big stage."
"イイじゃん★　一緒に夢を目指せるのは、嬉しいよ！
で、具体的にどんなプランなの？","","I'm glad we can aim for our dreams together!
So what exactly is the plan?","","That's great! ★ I love being able to dream together with you.
So, what's the plan?"
"そ、それはまだ具体的には……","","Well, that's still specifically ......","","I-I don't know exactly yet..."
"なぁ～んだ、まだ考えてなかったんだ？","","What, you haven't thought of that yet?","","Oh, you haven't thought about it yet?"
"ふふっ。でも、さっきの言葉、テキトーに
言ったわけじゃないのはわかってるって★","","Hmmm...but what you just said, Tex.
I know you didn't mean it.","","Heheh. But I know you
didn't just say that out loud! ★"
"信じてついてくからね、プロデューサー！
まあ、ちょーっと頼りないとこもあるけどね……","","I'll trust and follow you, producer!
Well, a little unreliable at times. ......","","Trust me, Producer!
Well, I'm a little unreliable at times..."
"でも、一生懸命なトコはイイ感じかな……★","","But I like the fact that they are trying so hard. ......","","But I like the way she's trying so hard...★"
"ん？　ごめん、最後聞き取れなかった","","Hmm? Sorry, I didn't catch that last part.","","Hm? Sorry, I didn't catch that last part."
"なんでもないよ！　それより、
プロデューサーの夢、聞かせてくれてありがと♪","","It's nothing!
Thanks for sharing your producer's dream.","","It's nothing! Anyway, thanks for
telling me about your dream. ♪"
"アタシも、夢に向かって全力で駆け抜けるぞー！
って、モチベ上がってきたカンジ★","","I, too, will run toward my dream with all my might!
I'm getting motivated!","","I'm going to run with all my might towards that dream, too!
Oh, I'm starting to feel motivated! ★"
"美嘉の夢はたしか『ナンバーワンでオンリーワン』
のアイドルになることだよな？","","Mika's dream was to be ""number one and only one.
To be an idol of the ""Mere Old Man,"" right?","","I think mika's dream was...'Number one and only.'
You're going to become an idol, right?"
"うん！　アタシらしく、誰よりもキラッキラに輝く
アイドルになりたいんだよね！","","I will shine more brilliantly than anyone else, just like me!
You want to be an idol!","","Yup! I want to be a shining idol
more than anyone else, just like me."
"ああ、美嘉のその夢、すごくいいと思うぞ。
俺は全力で手伝うし、応援するからな","","Yeah, I think that dream of Mika's is very good.
I'll do my best to help and support you.","","Yeah, I think that dream of yours is really good.
I'll do everything in my power to help, and you can count on me."
"ふふ、ありがと。
アタシもプロデューサーの腕、楽しみにしてるし","","Hmm, thanks.
I'm also looking forward to seeing Producer's skills.","","Haha, thanks.
I'm looking forward to seeing what Producer can do."
"（お互いの夢に近づくためにも、まずは
美嘉に合った仕事でも取ってこよう）","","(To get closer to each other's dreams, we must first
(Let's go get a job that suits Mika.)","","(To get closer to each other's dreams, I
should first find a job that suits Mika.)"
"（営業の甲斐あって、美嘉にファッション誌の
コーディネート特集の仕事が来た）","","(Thanks to her sales efforts, Mika was given a fashion magazine's
(I got a coordinating feature job.)","","(Thanks to her sales efforts, Mika got a job
covering fashion magazines' outfit features.)"
"プロデューサー、今、ちょっといい？
聞きたいこと、あるんだけどさ","","Producer, can I have a word now?
Let me ask you something.","","Hey, producer. Do you have a minute?
There's something I want to ask you."
"ん、どうした？
聞きたいことってなんだ？","","Hmm, what's up?
What's the question you want to ask?","","Hm? What's up, kiddo.
What do you want to ask me?"
"雑誌の撮影で使う服を買いに来てるんだし、
プロデューサーの意見も聞かせてほしいんだよね","","I'm here to buy clothes for a magazine shoot,
I'd love to hear what Producers have to say about this.","","You're here to buy clothes for the
magazine shoot, so I want your opinion as well."
"わ、わかった。ファッションか……俺の意見が
参考になるかはわからないが、頑張るよ","","Wow, okay, fashion or ...... my opinion.
I don't know if this will help, but I'll do my best.","","O-Okay. Fashion, huh... I don't know if my opinion will
be of any use to you or not but we can do this!"
"ふふ、そうそう、その意気★
じゃ、片っ端から見ていくよ！","","Hmmm, yes, that's the spirit.
Then I'll look at them from one side to the other!","","Heheh, that's the spirit! ★ Okay then. I will look
at each and every one of you from start to finish!!"
"まずは……あのショップから！
プロデューサー、早く早く！","","Start with that store at ......!
Producer, come on, come on!","","Let's start with... that shop!
Come on, producer!"
"あ、ああ。
でもこの辺の服は随分お手頃価格なんだな","","Uh, oh.
But the clothes around here are pretty affordable.","","Y-Yeah.
But the clothes around here are pretty affordable."
"ここら辺はプチプラ系のショップが多いからね。
ファストファッションてやつ♪","","There are a lot of petit-price stores around here.
Fast fashion.","","There's a lot of small shops around here.
Fast fashion. ♪"
"お高めのブランド物とかはこのフロアには
入ってないかな","","You can't find expensive brand-name items on this floor.
I wonder if it's in there.","","I don't think there are any
expensive brands on this floor."
"せっかく雑誌の特集なのに、
ブランド物を買わなくていいのか？","","It's a special feature in a magazine,
Don't you have to buy a brand new one?","","Shouldn't we buy something
brand-name for the special edition?"
"わかってないなぁ、プロデューサー！
アタシは雑誌の特集だから、プチプラを選んでるの","","You don't understand, producer!
Atashi is a magazine feature, so I'm choosing petit-price.","","You just don't get it, do you?
It's a magazine feature, so I choose the Petit Pla."
"そりゃ、お高めのブランドはオシャレだし、
みんな憧れると思うけどさ","","That's because expensive brands are fashionable,
I think people would adore it.","","I mean, expensive brands are stylish
and everyone admires them."
"このファッション誌って、ティーンの女の子が
ターゲットでしょ？","","This fashion magazine is for teen girls.
Target, right?","","This fashion magazine is targeting
teenage girls, right?"
"そのくらいの子が買える服でコーデしないと
読者のみんなが真似できないじゃん！","","You have to coordinate with clothes that a girl that size can afford.
You can't copy all your readers!","","If you don't dress up in clothes that can buy a girl like
her, the readers will never be able to imitate it!"
"雑誌に載ってるコーデ、超かわいいのに
高すぎて真似できないとか、つまんないしね★","","The coords in the magazine, even though they are super cute.
Too expensive to imitate, or too boring *.","","The outfits in the magazines are so cute, but
they're too expensive to imitate. It sucks! ★"
"なるほど……さすがカリスマＪＫ。
こだわりがあるんだな","","I see. ...... Charismatic JK indeed.
You're very particular.","","I see... That's a charismatic JK for you.
You're very particular about this."
"まあね～。
そんなことより、早く服、見に行こっ！","","Oh well~.
I don't care about that, let's go look at the clothes!","","I guess so ⁇
Anyway, let's hurry up and go check out those clothes!"
"ああ。ところで、仕事とか関係がないとしたら、
美嘉が本当に着たいのはどういう服なんだ？","","Oh, and by the way, if it has nothing to do with work or anything,
What kind of clothes does Mika really want to wear?","","Yeah. By the way, if it doesn't have anything to do with work
or whatever... What kind of clothes are you really looking for?"
"アタシが本当に着たい服か～。う～ん……。
プロデューサーはどんな服の女の子が好きなの？","","The clothes I really want to wear...hmmm.........
What kind of clothes do producers like on girls?","","The clothes I really want to wear, huh? Hmmm...
What kind of clothes does Producer like girls?"
"え、どんな服の女の子が好きかって……","","What, what kind of clothes do you like girls to wear? ......","","Huh? What kind of clothes do you like..."
"どんな服でも","","Any clothes.","","Whatever you're wearing."
"ギャル系","","fashion style for young women (brown or blond-dyed hair, gaudy clothes and accessories)","","Gal-type"
"清楚系","","fashion style purportedly created by former amateur models, salespeople, etc.","","Seiso line"
"どんな服でも、その子に似合っていれば
可愛いと思うよ","","Any clothes, as long as they look good on the girl.
I think she's cute.","","No matter what kind of clothes you wear,
I think they'd look cute on her."
"へぇ～、じゃあアタシはギャル系の服が
似合ってるから、今のままでかわいいってカンジ？","","I see... So, I like to wear gal-type clothes.
It looks good on you, so you think it's cute the way it is?","","Wow, so you're saying I look good in
a gal outfit? So it looks cute as-is."
"ああ、美嘉は今の服装もよく似合っているよ","","Oh, and Mika looks great in her current outfit.","","Oh, you look great in that outfit."
"ありがと★　たとえばアタシが、普段と違う、
ちょっと冒険した服を着てても？","","Thanks ★ For example, Atashi is different from usual,
Even if you're wearing something a little more adventurous?","","Thank you ★ For example, even if I'm wearing something
a little more adventurous than usual?"
"そうだな、美嘉は結構いろんな服を着こなして
しまいそうだから、似合いそうだな","","Yes, Mika wears quite a variety of clothes.
It looks like it's going to be a good fit.","","You're right. Mika looks like she can do a lot of
different things, so I think it would look good on her!"
"ギャル系……かな？","","Is it a galaxy ......?","","I guess... she's a gal?"
"プロデューサー……もしかしてアタシに
気を使ったカンジ？　気にしなくていいのに","","Produced by ...... Maybe you'd like to give me an attaboy?
You're just trying to be nice? You don't have to be nice to me.","","Producer... Could it be that you were trying to make
me feel better? You don't have to worry about anything."
"まあでも、ギャル系が好きって言われるのは
素直に嬉しいかも。ありがとね★","","Well, but I've been told that I like gal types.
I'm glad to hear that.","","Well, I guess it's nice to
hear that you like girls. Thanks★"
"そうだなぁ……清楚系がいいかな","","I guess so. ...... I'm thinking neat and tidy.","","Let's see... Something neat and tidy would be nice."
"清楚系か～……。
アタシはあんまり着たことないかな？","","Neat and tidy or ~.......
I don't think I've worn it much.","","The prim and proper type, huh...?
I've never worn it much, have i?"
"着てみたら意外と似合っちゃうかもだよね。今度
試してみたら、プロデューサーに見てもらおうかな？","","Maybe I'll wear it and it will suit me better than I thought.
If I try it, I'll have my producer take a look at it.","","It might look better on you than I thought it would. Maybe we
should have Producer take a gander at them next time?"
"俺の好きな服装は置いておいてだな……。
それで、今回はどんな服にするんだ？","","I guess I'll leave you out of my favorite outfit: .......
So what are you going to wear this time?","","Leaving aside my favorite outfit...
So, what're you gonna wear this time?"
"それはもちろん、全力でギャル系っしょ★
かわいくて元気な、激ヤバコーデしちゃうんだから！","","That, of course, is gal-type chorus at its best.
I'm going to do cute, energetic, and extremely badass coordinating!","","Of course I'm going to do everything in my power! ★
Cute and energetic, super crazy outfits like that."
"さあ、ショッピングショッピング♪
プロデューサー、行くよ！","","Come on, shopping shopping shopping ♪
Producer, I'm coming!","","Come on, let's
go shopping! ♪"
"ああ、そうだな。
じゃあまずはあの店から、見ていこうか","","Oh, yes.
Let's start with that store first.","","Yeah, you're right.
Then let's start with that store."
"（そういえば、美嘉の着たい服のこと
聞きそびれたな……）","","(Oh, by the way, about the clothes Mika wants to wear.
(You missed it. ......)","","(Come to think of it, I didn't ask
him about the clothes Mika wanted...)"
"（仕事の合間、
美嘉とショッピングモールに立ち寄った）","","(Between jobs,
(Stopped at the mall with Mika)","","(Mika and I stopped by the
shopping mall during work.)"
"ねえプロデューサー。
アタシ、寄りたい店があるんだよね","","Hey producer.
I have a store I want to stop by.","","Hey, producer.
There's a place I want to stop by."
"ちょっと待っててもらってもいい？
買い物、すぐ終わるからさ！","","Can I ask you to wait a moment?
Shopping, it won't take long!","","Can you wait a minute?
I'll be done shopping soon!"
"わかった。
荷物は持っておくから、行っておいで","","
I'll take your stuff. Go ahead.","","Okay, I get it.
I'll hold onto your things, so go ahead and do as you wish. Come on now"
"ありがと★　行ってくるね！","","Thanks ★ I'm off!","","Thanks! ★ I'll see you later."
"お待たせ♪　別のお店も見たいけど……。
あんまり時間ないかな？　まだ大丈夫？","","Sorry to keep you waiting... I'd love to see another store, but you can find it at .......
I don't have much time, do I? Are you still okay?","","Sorry for the wait♪ I'd like to check out another shop, but...
We don't have much time, do we?"
"さっきの仕事、予定より早く終わったからな。
もう少し時間があるぞ","","I finished my work earlier, earlier than I was supposed to.
We've got a little more time.","","I finished my work earlier than planned, after all.
We've got a little more time."
"やった♪　じゃ、もう少しブラブラしよ？","","Yay! So, let's hang out some more, shall we?","","Yay! ♪ Let's hang out a little longer, okay?"
"ああ。ところで、寄りたいって言ってた店では
何を買ったんだ？","","Oh, by the way, at the restaurant you said you wanted to stop by.
What did you buy?","","Yeah. By the way, what did
you buy at that store?"
"それはね～……じゃ～ん！
お弁当箱！　かわいいっしょ？","","That's the thing - it's ......!
Bento box! Isn't it cute?","","Well... Ta-dah!
A boxed lunch! Cute, isn't it?"
"お弁当箱？　ってことは美嘉……","","Bento box? That means Mika ......","","A bento box? Then that means..."
"自分で作るのか？","","Make it yourself?","","You're making it yourself?"
"料理をするのか？","","Do you cook?","","Are you going to cook?"
"美嘉、自分でお弁当作るのか？
そのお弁当箱、美嘉っぽいデザインだし……","","Mika, do you make your own lunch?
That lunch box is designed to look like Mika. ......","","Mika, are you making your own lunch?
That bento box looks just like Mika's..."
"まあ、たまにね～♪
料理とかするの、嫌いじゃないし？","","Well, sometimes...♪
I don't mind cooking and stuff, you know?","","Well, sometimes~♪ I don't
hate cooking or anything."
"プロデューサー、アタシの手作りお弁当とか、
ちょっとキョーミあるんでしょ？　なんてね★","","Producers, like Atashi's homemade lunch boxes,
You've got a bit of a sense of humor, don't you?","","I bet Producer's pretty interested
in my homemade lunches, right? ★"
"ああ、美嘉の手作り弁当はちょっと気になる。
食べてみたいな","","Yeah, I'm a little concerned about Mika's homemade lunches.
I'd like to try it.","","Ah, I'm a little curious about Mika's homemade lunch.
I'd like to try it."
"ちょっ……冗談だってば。っていうかムリムリ！
家族以外に作るなんて恥ずかしくて絶対ムリでしょ","","Hey, ......, I'm just kidding, I mean, I can't do it!
You'd be too embarrassed to make it outside of the family.","","Hey... I'm just kidding. Wait, no way!
It's too embarrassing to make something other than family, so it must be impossible."
"自分で料理をしたりするのか？","","Do you do your own cooking?","","You cook for yourself?"
"ん？　たまに料理するよ。意外だった？
一応料理のときはネイルとか、気をつけてるよ★","","I cook once in a while.
I'm careful about my nails and such when I'm cooking.","","Hm? I cook sometimes. Surprising, huh...
I make sure to take care of my nails when cooking. ★"
"そうなのか。美嘉のお弁当、少し気になるな。
もし良かったら、作ってほしいな","","I see...I'm a little curious about Mika's lunch.
If you'd like, I'd like you to make one.","","Is that so? I'm a little curious about Mika.
If you don't mind, I would like to have it made for me."
"ええっ！　それはちょっとハズいっていうか。
家族以外に作るとかハードル高すぎでしょ","","That's a bit of a hazard, isn't it?
Making it outside of the family would be too hard.","","Whaaat!? That's a bit of an understatement.
It's too high a hurdle to make something other than family."
"そうか……","","Right: ......","","I see..."
